CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName AN CE DS HP NE SA SC SR
HP 0.735448 HP NE 2.337001 3.399881 3.399881 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1HP/DSC_0943.JPG 0.109026 0.001128 0.000490 0.443411 0.325719 0.001332 0.006608 0.112286
NE 0.571196 CE DS 3.664883 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2NE/DSC_0863.JPG 0.040135 0.261940 0.341977 0.059759 0.049023 0.223783 0.016282 0.007102
CE 0.990141 CE CE 6.339757 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2CE/DSC_0058.JPG 0.000028 0.990141 0.000116 0.001127 0.000191 0.008250 0.000046 0.000102
HP 0.714285 DS SC 1.103466 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S21/S21MK1/S21MK1HP/DSC_0826_01.JPG 0.062186 0.000995 0.426921 0.228825 0.001895 0.000693 0.188488 0.089997
CE 0.999958 CE CE 6.954775 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4CE/DSC_0911.JPG 0.000000 0.999958 0.000000 0.000004 0.000023 0.000013 0.000000 0.000001
HP 0.969100 HP HP 5.656801 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2HP/DSC_0964.JPG 0.008202 0.000645 0.003777 0.969100 0.000363 0.000632 0.000588 0.016694
AN 0.845010 DS AN -0.419662 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2AN/DSC_0363.JPG 0.146150 0.003086 0.663340 0.094863 0.017268 0.065047 0.004112 0.006133
DS 0.999919 DS DS 6.954019 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1DS/DSC_0512_01.JPG 0.000016 0.000000 0.999919 0.000053 0.000000 0.000004 0.000006 0.000001
CE 0.676402 DS CE -0.365851 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3CE/DSC_0378.JPG 0.133298 0.237828 0.499854 0.034937 0.001245 0.017925 0.066841 0.008072
SR 0.804056 SR AN 0.201928 3.399881 3.399881 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1SR/DSC_0367.JPG 0.160036 0.026499 0.134945 0.030081 0.035142 0.073237 0.051151 0.488908
DS 0.844010 DS DS 6.076601 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4DS/DSC_0334_01.JPG 0.149878 0.000147 0.844010 0.001810 0.000028 0.000219 0.003689 0.000219
HP 0.851289 HP SR 2.710982 3.399881 3.399881 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2HP/DSC_0127.JPG 0.000893 0.000602 0.000778 0.517991 0.000191 0.000368 0.000847 0.478331
NE 0.731552 CE AN 0.726545 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2NE/DSC_0679.JPG 0.183173 0.227648 0.307519 0.135672 0.090707 0.046978 0.007189 0.001115
NE 0.693057 AN DS 0.655961 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2NE/DSC_0550.JPG 0.542119 0.043454 0.303966 0.047423 0.000167 0.044757 0.008318 0.009796
CE 0.999510 CE CE 6.948672 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6CE/DSC_0255.JPG 0.000010 0.999510 0.000016 0.000028 0.000001 0.000426 0.000003 0.000006
SA 0.770176 SR AN 0.236590 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3SA/DSC_0053.JPG 0.074412 0.001500 0.024178 0.037189 0.033751 0.060475 0.093337 0.675158
CE 0.611126 HP CE -0.174111 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK2/S6MK2CE/DSC_0429.JPG 0.155266 0.133769 0.120573 0.446639 0.011373 0.039859 0.030586 0.061935
SR 0.841426 SR AN -0.761615 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1SR/DSC_0366.JPG 0.123513 0.030603 0.213366 0.081483 0.010899 0.114093 0.025289 0.400752
CE 0.999818 CE CE 6.951803 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1CE/DSC_0070_01.JPG 0.000048 0.999818 0.000019 0.000010 0.000002 0.000020 0.000080 0.000004
HP 0.613571 SC AN 1.494536 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1HP/DSC_0311.JPG 0.345113 0.033639 0.239449 0.012773 0.000724 0.013164 0.348483 0.006654
AN 0.976495 AN HP 2.731417 3.399881 3.399881 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S16/S16MK1/S16MK1AN/DSC_0480.JPG 0.591871 0.002956 0.013820 0.385281 0.000518 0.001643 0.000812 0.003100
DS 0.790254 DS DS 3.065691 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3DS/DSC_0177_01.JPG 0.132061 0.146959 0.472457 0.126408 0.005670 0.003415 0.112722 0.000307
SC 0.891655 SA NE 1.074824 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3SC/DSC_0271_01.JPG 0.278424 0.026035 0.015144 0.121849 0.102573 0.439192 0.002707 0.014076
SC 0.476588 SR SA -0.138263 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1SC/DSC_0427.JPG 0.385237 0.039255 0.052613 0.025250 0.026564 0.180608 0.080151 0.210320
HP 0.841897 AN CE 3.737223 3.399881 3.399881 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2HP/DSC_0644.JPG 0.293849 0.267068 0.299390 0.073316 0.000539 0.057945 0.005208 0.002685
SA 0.764081 AN SC 0.075416 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK2/S10MK2SA/DSC_0938_01.JPG 0.327197 0.001391 0.007354 0.005579 0.217670 0.010335 0.199346 0.231127
SC 0.885494 SC SC 2.613433 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4SC/DSC_0834_01.JPG 0.185470 0.003916 0.116648 0.014004 0.001448 0.015800 0.483155 0.179560
DS 0.952671 DS AN 3.360879 3.399881 3.399881 0 0 0 6.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3DS/DSC_0020_01.JPG 0.156854 0.000095 0.838995 0.000268 0.000002 0.003697 0.000079 0.000009
AN 0.781646 AN HP -0.413077 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3AN/DSC_0106.JPG 0.363812 0.001365 0.299580 0.100651 0.037602 0.077603 0.010457 0.108930
SC 0.804002 SC DS 1.538320 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1SC/DSC_0110.JPG 0.029381 0.003915 0.172503 0.004346 0.043829 0.027253 0.402587 0.316186
HP 0.992272 HP HP 5.669405 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2HP/DSC_0813.JPG 0.000903 0.000091 0.140347 0.855079 0.000664 0.000059 0.000041 0.002816
AN 0.514623 SR AN -0.055251 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1AN/DSC_0609.JPG 0.182334 0.029047 0.091287 0.369015 0.044475 0.022918 0.027702 0.233221
SR 0.822114 DS DS 4.413694 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2SR/DSC_0618.JPG 0.187141 0.094425 0.292463 0.159777 0.000737 0.249126 0.003918 0.012412
DS 0.723085 CE CE 2.609935 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2DS/DSC_0854.JPG 0.050971 0.325623 0.206770 0.244597 0.101597 0.062723 0.002332 0.005388
AN 0.714251 AN AN 4.363533 3.399881 3.399881 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2AN/DSC_0033.JPG 0.518836 0.016228 0.356356 0.000165 0.000032 0.030035 0.078255 0.000092
SA 0.715940 DS AN 0.075771 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2SA/DSC_0086.JPG 0.148923 0.155390 0.530576 0.011214 0.000270 0.018180 0.076430 0.059018
NE 0.496434 SA SA 3.306283 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1NE/DSC_0169.JPG 0.141244 0.080867 0.030857 0.022203 0.297425 0.269381 0.060421 0.097602
SC 0.650805 AN SC 2.885571 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2SC/DSC_0006.JPG 0.350189 0.000137 0.002202 0.000109 0.011286 0.095899 0.456799 0.083379
SA 0.701630 AN SR 3.255119 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1SA/DSC_0435.JPG 0.328503 0.031793 0.178385 0.107056 0.003184 0.052225 0.042616 0.256239
NE 0.772459 NE SA 3.194989 3.399881 3.399881 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1NE/DSC_0385.JPG 0.003861 0.012220 0.002116 0.001318 0.499825 0.429239 0.037329 0.014091
CE 0.878890 AN SC 0.645276 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1CE/DSC_0086.JPG 0.274051 0.241164 0.113728 0.118848 0.002232 0.028790 0.206639 0.014548
AN 0.880671 DS DS 4.060406 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4AN/DSC_0865_01.JPG 0.056105 0.022361 0.773410 0.006149 0.000079 0.006135 0.133655 0.002106
AN 0.841778 AN DS 1.854886 3.399881 3.399881 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1AN/DSC_0490.JPG 0.702836 0.001006 0.202166 0.015609 0.000153 0.007167 0.061147 0.009916
SC 0.710162 AN DS 1.776973 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3SC/DSC_0263_01.JPG 0.575452 0.061679 0.108769 0.037612 0.040006 0.129798 0.018738 0.027945
HP 0.892270 HP AN 3.413264 3.399881 3.399881 0 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2HP/DSC_0759.JPG 0.275646 0.000593 0.082649 0.639302 0.000021 0.000396 0.001258 0.000135
AN 0.740215 DS AN -1.552021 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1AN/DSC_0840.JPG 0.324805 0.003442 0.557157 0.053037 0.000069 0.005810 0.053856 0.001824
NE 0.938396 DS DS 1.535186 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1NE/DSC_0169.JPG 0.024974 0.013625 0.326977 0.020994 0.202533 0.189195 0.007799 0.213904
NE 0.857034 DS CE 0.604833 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2NE/DSC_0064.JPG 0.041642 0.117958 0.750491 0.013735 0.000251 0.051510 0.007804 0.016609
NE 0.539527 SA DS -0.173689 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4NE/DSC_0731_01.JPG 0.021933 0.096259 0.129404 0.012967 0.136471 0.351997 0.100958 0.150012
NE 0.752956 SR NE 1.286246 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1NE/DSC_0061.JPG 0.106941 0.000570 0.006823 0.085388 0.167547 0.009900 0.006689 0.616143
CE 0.774154 DS AN 1.529309 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1CE/DSC_0077_01.JPG 0.197538 0.006481 0.429834 0.120153 0.000286 0.001758 0.058405 0.185545
SC 0.900940 DS DS 5.537586 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3SC/DSC_0127_01.JPG 0.036314 0.029207 0.778916 0.137516 0.000027 0.015753 0.002202 0.000066
NE 0.455854 AN SC 1.237679 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8NE/DSC_0767.JPG 0.244803 0.047247 0.221464 0.046606 0.002160 0.271549 0.155416 0.010756
SR 0.882900 DS CE 1.747148 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2SR/DSC_0290.JPG 0.013520 0.309757 0.510842 0.126426 0.002404 0.035645 0.000870 0.000536
SC 0.824842 CE SC 1.618764 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2SC/DSC_0973.JPG 0.018484 0.533900 0.003766 0.001149 0.005480 0.049181 0.316826 0.071214
SR 0.817458 AN SR -0.689362 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1SR/DSC_0092_01.JPG 0.420329 0.015896 0.050118 0.296781 0.000112 0.000266 0.094501 0.121997
HP 0.986796 HP HP 6.471233 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4HP/DSC_0810_01.JPG 0.002626 0.000362 0.008594 0.986796 0.000040 0.000446 0.000214 0.000921
DS 0.847255 AN CE -0.705904 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM1/S7FM1DS/DSC_0817.JPG 0.517266 0.078291 0.054835 0.029908 0.000288 0.005539 0.312248 0.001624
CE 0.989960 CE CE 6.728431 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1CE/DSC_0389_01.JPG 0.000542 0.989960 0.001593 0.000161 0.000007 0.000576 0.006180 0.000981
CE 0.610228 AN AN 3.872838 3.399881 3.399881 1 1 1 2.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1CE/DSC_0079.JPG 0.265553 0.326694 0.200945 0.007953 0.003298 0.029041 0.148442 0.018074
HP 0.673578 SR DS 1.334381 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1HP/DSC_0461_01.JPG 0.180466 0.001229 0.281978 0.059682 0.002835 0.003552 0.040035 0.430222
DS 0.927046 DS DS 5.330773 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3DS/DSC_0014_01.JPG 0.189330 0.000392 0.802139 0.004837 0.000013 0.003190 0.000046 0.000053
HP 0.994094 HP HP 6.051131 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1HP/DSC_0272.JPG 0.021146 0.001022 0.021817 0.879813 0.001297 0.000483 0.043317 0.031105
AN 0.806302 AN SC 1.972919 3.399881 3.399881 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1AN/DSC_0508.JPG 0.636503 0.000911 0.122694 0.051247 0.000285 0.045074 0.106666 0.036619
SA 0.845916 CE SA -2.194932 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2SA/DSC_0271.JPG 0.042296 0.405681 0.329113 0.007018 0.002545 0.105983 0.101295 0.006070
HP 0.703913 HP DS 0.020145 3.399881 3.399881 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1HP/DSC_0036.JPG 0.045022 0.002163 0.228102 0.558012 0.000240 0.046515 0.003663 0.116282
HP 0.826789 HP HP 3.038803 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1HP/DSC_0437.JPG 0.057703 0.002910 0.178864 0.265943 0.159807 0.183265 0.007945 0.143562
SA 0.957897 SC SC 5.196678 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1SA/DSC_0105.JPG 0.001484 0.000072 0.000167 0.000089 0.010599 0.028310 0.849134 0.110145
NE 0.720517 AN SA 2.529480 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3NE/DSC_0022_01.JPG 0.419429 0.179044 0.051990 0.030493 0.009595 0.296854 0.005920 0.006674
SA 0.835783 DS AN 1.127531 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S21/S21MK1/S21MK1SA/DSC_0880_01.JPG 0.148564 0.001181 0.535132 0.044047 0.003724 0.000635 0.193442 0.073275
SR 0.710372 SR AN 0.449688 3.399881 3.399881 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3SR/DSC_0438.JPG 0.080829 0.000344 0.000274 0.002324 0.196620 0.029546 0.105642 0.584421
DS 0.970647 DS DS 6.591482 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1DS/DSC_0345_01.JPG 0.003689 0.000262 0.970647 0.002299 0.015360 0.000906 0.005606 0.001232
SA 0.790875 AN SC 1.844330 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2SA/DSC_0762.JPG 0.340851 0.000265 0.001666 0.000082 0.035269 0.289173 0.308068 0.024625
NE 0.761501 SC SC 7.409341 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1NE/DSC_0520_01.JPG 0.011962 0.001940 0.219408 0.174024 0.016628 0.014356 0.399543 0.162140
DS 0.644710 AN AN 3.266623 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1DS/DSC_0011_01.JPG 0.289721 0.003756 0.134183 0.015432 0.182118 0.351156 0.000748 0.022885
NE 0.915560 DS DS 5.750860 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1NE/DSC_0363_01.JPG 0.082093 0.000071 0.915560 0.000705 0.000024 0.000305 0.001069 0.000172
SC 0.694406 AN SA -0.335354 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1SC/DSC_0207.JPG 0.354666 0.002203 0.012210 0.000337 0.315983 0.112735 0.188668 0.013197
CE 0.930772 CE CE 6.239822 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4CE/DSC_0907.JPG 0.000003 0.930772 0.000002 0.000068 0.000257 0.068830 0.000063 0.000005
DS 0.803716 DS AN 0.969972 3.399881 3.399881 0 0 0 6.000000 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1DS/DSC_0698_01.JPG 0.147573 0.000760 0.709528 0.000739 0.000022 0.001360 0.139464 0.000554
NE 0.754010 DS SA 1.632313 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7NE/DSC_0210.JPG 0.131143 0.002179 0.695951 0.020482 0.006807 0.080126 0.032605 0.030707
HP 0.905939 HP HP 6.954317 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1HP/DSC_0811.JPG 0.047652 0.000089 0.008166 0.905939 0.000045 0.000685 0.000141 0.037284
CE 0.857607 DS SA 0.506849 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8CE/DSC_0726.JPG 0.108974 0.025958 0.750292 0.010543 0.000546 0.053757 0.046035 0.003895
SC 0.814901 SC SC 3.701902 3.399881 3.399881 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2SC/DSC_0021.JPG 0.513695 0.000013 0.006889 0.000161 0.000701 0.000642 0.468272 0.009627
SC 0.673098 DS CE -2.007175 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1SC/DSC_0482_01.JPG 0.287917 0.094014 0.437530 0.002151 0.000615 0.166217 0.011168 0.000389
HP 0.681386 SR SR 3.471613 3.399881 3.399881 0 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1HP/DSC_0115_01.JPG 0.178207 0.000922 0.036585 0.205130 0.009546 0.000567 0.162293 0.406750
SA 0.803225 AN CE 2.174986 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2SA/DSC_0907.JPG 0.437967 0.238121 0.020990 0.014359 0.013120 0.073183 0.196623 0.005637
HP 0.841651 DS AN 2.399260 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD2/S3HD2HP/DSC_0942.JPG 0.234007 0.000925 0.372283 0.002401 0.165497 0.131632 0.089820 0.003435
SR 0.776274 SR AN 2.457784 3.399881 3.399881 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1SR/DSC_0775.JPG 0.160693 0.008421 0.104078 0.003600 0.003009 0.034351 0.117176 0.568673
DS 0.951714 SR SR 3.550660 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1DS/DSC_0196_01.JPG 0.023916 0.001460 0.013195 0.315845 0.003438 0.001071 0.037727 0.603350
AN 0.839205 DS DS 5.093900 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1AN/DSC_0309.JPG 0.083911 0.000791 0.524758 0.045491 0.001970 0.002427 0.172492 0.168160
AN 0.981500 AN DS 0.956303 3.399881 3.399881 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0661_01.JPG 0.641150 0.001397 0.071849 0.154477 0.001982 0.001986 0.060302 0.066856
SA 0.862086 AN SA 0.800940 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3SA/DSC_0072_01.JPG 0.524809 0.026747 0.078060 0.164184 0.000703 0.143599 0.008430 0.053468
AN 0.840588 SA NE 3.454865 3.399881 3.399881 0 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1AN/DSC_0895.JPG 0.004873 0.003699 0.000137 0.002745 0.464112 0.518824 0.001154 0.004456
HP 0.900659 AN HP 0.525106 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8HP/DSC_0806.JPG 0.301204 0.157203 0.126641 0.181222 0.000429 0.137448 0.080592 0.015261
HP 0.964047 HP HP 4.128421 3.399881 3.399881 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2HP/DSC_0786.JPG 0.000499 0.000499 0.085316 0.620594 0.013142 0.000647 0.002476 0.276829
AN 0.635789 SC DS 0.271025 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2AN/DSC_0332.JPG 0.067832 0.006978 0.073723 0.104257 0.061732 0.006372 0.329266 0.349840
CE 0.998064 CE CE 6.895498 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2CE/DSC_0897.JPG 0.000259 0.998064 0.000474 0.000548 0.000041 0.000367 0.000123 0.000123
AN 0.770591 SA SA 2.847755 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0003_01.JPG 0.054290 0.127517 0.136338 0.006939 0.015093 0.458516 0.188325 0.012983
CE 0.999777 CE CE 6.945739 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2CE/DSC_0721.JPG 0.000001 0.999777 0.000002 0.000016 0.000011 0.000185 0.000002 0.000005
NE 0.585173 NE HP -0.042530 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK2/S10MK2NE/DSC_0889_01.JPG 0.028937 0.001275 0.003948 0.078326 0.300119 0.009508 0.190010 0.387878
HP 0.690305 AN CE 0.228240 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3HP/DSC_0057_01.JPG 0.357149 0.041246 0.096914 0.332581 0.002666 0.019632 0.024201 0.125611
SR 0.859185 SC SA -1.545162 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3SR/DSC_0669_17121.JPG 0.087337 0.000282 0.013321 0.000064 0.002035 0.124855 0.768794 0.003313
HP 0.873198 SR HP 3.052147 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2HP/DSC_0131.JPG 0.000549 0.000298 0.000745 0.373385 0.000138 0.000161 0.000910 0.623815
NE 0.933738 SR DS 1.477314 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5NE/DSC_0405_01.JPG 0.062256 0.006280 0.067365 0.066150 0.002062 0.062539 0.230349 0.502999
CE 0.999089 CE CE 6.908218 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S2/S2NM2/S2NM2CE/DSC_0350.JPG 0.000020 0.999089 0.000010 0.000003 0.000827 0.000033 0.000016 0.000001
HP 0.902032 DS AN -0.195133 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2HP/DSC_0312.JPG 0.132616 0.228619 0.479677 0.058574 0.005156 0.013346 0.071665 0.010346
SR 0.799726 NE AN -0.232674 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1SR/DSC_0968.JPG 0.108376 0.000512 0.000286 0.002216 0.627882 0.236470 0.001763 0.022496
NE 0.932691 SA SA 6.185525 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2NE/DSC_0237.JPG 0.008550 0.007667 0.027594 0.037215 0.054564 0.825565 0.019534 0.019311
