CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr FileName AN CE DS HP NE SA SC SR
CE 0.820866 DS DS 4.987667 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4CE/DSC_0757_01.JPG 0.032392 0.002661 0.489527 0.046568 0.001647 0.015866 0.071151 0.340188
SA 0.617267 DS DS 3.240976 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1SA/DSC_0258_01.JPG 0.017091 0.213786 0.305488 0.021422 0.008335 0.429465 0.002610 0.001803
CE 0.721923 AN NE 0.687275 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1CE/DSC_0738.JPG 0.248335 0.029516 0.266079 0.021413 0.121668 0.305793 0.004013 0.003184
SA 0.938899 SA DS 2.357640 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1SA/DSC_0758.JPG 0.092639 0.000564 0.124151 0.001801 0.023009 0.732187 0.009383 0.016266
SC 0.873664 SC SC 3.692250 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2SC/DSC_0341.JPG 0.028638 0.000403 0.135532 0.007743 0.003390 0.009417 0.686634 0.128242
HP 0.995258 HP HP 4.985286 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5HP/DSC_0647_01.JPG 0.000848 0.000019 0.000091 0.898914 0.000059 0.000030 0.000153 0.099885
CE 0.757501 AN DS 2.724319 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1CE/DSC_0397_01.JPG 0.485909 0.002796 0.438237 0.001347 0.001942 0.017727 0.045258 0.006784
NE 0.904030 NE NE 7.087336 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4NE/DSC_0889.JPG 0.000145 0.003299 0.000159 0.071836 0.904030 0.008528 0.000081 0.011923
DS 0.801396 DS SR 1.987941 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7DS/DSC_0358.JPG 0.002292 0.000515 0.589986 0.136794 0.011792 0.002275 0.004391 0.251955
AN 0.649129 DS SR 0.442033 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0991.JPG 0.208088 0.033337 0.459832 0.033174 0.043394 0.020021 0.043295 0.158860
NE 0.821244 NE NE 6.561588 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3NE/DSC_0882.JPG 0.027717 0.001647 0.008570 0.036236 0.821244 0.099023 0.001358 0.004206
NE 0.723268 DS CE 1.482313 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1NE/DSC_0386_01.JPG 0.018905 0.177362 0.620016 0.067465 0.013512 0.069076 0.028396 0.005268
AN 0.826960 DS DS 2.903762 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5AN/DSC_0672_01.JPG 0.212743 0.002272 0.368893 0.006699 0.021461 0.164810 0.197763 0.025359
HP 0.645353 AN SA 0.703917 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1HP/DSC_0306.JPG 0.335740 0.012031 0.321729 0.044633 0.011571 0.124847 0.068056 0.081393
HP 0.944448 HP HP 5.048676 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1HP/DSC_0117_01.JPG 0.000886 0.000112 0.000982 0.870436 0.000046 0.000015 0.000639 0.126884
DS 0.848856 SR DS 2.176780 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7DS/DSC_0370.JPG 0.007802 0.000044 0.166674 0.034251 0.007940 0.000328 0.170453 0.612507
CE 0.881985 SA HP 0.731332 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1CE/DSC_0397_01.JPG 0.012060 0.130241 0.301372 0.123097 0.010744 0.419798 0.001474 0.001213
SC 0.819543 SA AN 2.048137 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SC/DSC_0498.JPG 0.141145 0.140310 0.030015 0.022174 0.009114 0.631963 0.021985 0.003293
CE 0.801478 DS DS 2.655221 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1CE/DSC_0401_01.JPG 0.004221 0.236283 0.482266 0.106167 0.001596 0.165723 0.002872 0.000872
AN 0.923576 AN AN 3.743537 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1AN/DSC_0494_01.JPG 0.585194 0.000619 0.390324 0.000711 0.000285 0.000495 0.021728 0.000645
DS 0.981220 SC DS 2.627398 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3DS/DSC_0705_17157.JPG 0.017650 0.000108 0.413862 0.000142 0.001273 0.001434 0.562798 0.002732
CE 0.999892 CE CE 6.890688 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S14/S14NM2/S14NM2CE/DSC_0241_01.JPG 0.000001 0.999892 0.000001 0.000004 0.000082 0.000016 0.000002 0.000003
NE 0.820326 DS DS 4.261406 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3NE/DSC_0346.JPG 0.277323 0.001581 0.564636 0.007288 0.000693 0.006630 0.139539 0.002310
SA 0.677164 SA SA 2.538754 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1SA/DSC_0749.JPG 0.051333 0.057589 0.019165 0.188320 0.226632 0.411928 0.036637 0.008396
SR 0.741659 HP AN 1.823680 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1SR/DSC_0087_01.JPG 0.137670 0.000817 0.057196 0.547309 0.001744 0.001055 0.125972 0.128238
DS 0.843933 AN SC -2.913204 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1DS/DSC_0636.JPG 0.669388 0.000066 0.014987 0.001336 0.000641 0.000155 0.188143 0.125283
NE 0.714754 SR DS 0.407387 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1NE/DSC_0482.JPG 0.346935 0.000765 0.114337 0.042617 0.024846 0.007432 0.149864 0.313202
DS 0.767905 DS HP 1.241813 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1DS/DSC_0151.JPG 0.172216 0.009276 0.383065 0.354408 0.008883 0.014276 0.018694 0.039182
CE 0.999375 CE CE 6.896510 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2CE/DSC_0740.JPG 0.000140 0.999375 0.000182 0.000037 0.000042 0.000019 0.000097 0.000108
DS 0.740232 AN SC 1.401587 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3DS/DSC_0162_01.JPG 0.460716 0.006514 0.067139 0.259335 0.025513 0.033884 0.055637 0.091261
SC 0.993280 SC SC 6.747694 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3SC/DSC_0616_17068.JPG 0.000134 0.000001 0.000001 0.000001 0.000082 0.000072 0.993280 0.006429
SC 0.805528 DS DS 6.876202 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1SC/DSC_0640_01.JPG 0.002157 0.000142 0.690899 0.110301 0.000662 0.000471 0.045540 0.149827
CE 0.926691 DS DS 3.689932 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1CE/DSC_0402_01.JPG 0.012190 0.042747 0.571202 0.004571 0.000454 0.364029 0.004286 0.000520
AN 0.773294 DS DS 3.570736 3.633225 3.633225 1 0 0 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1AN/DSC_0300.JPG 0.079551 0.000206 0.674583 0.125111 0.000210 0.002553 0.098527 0.019260
CE 0.905981 CE CE 7.980548 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1CE/DSC_0582_01.JPG 0.060253 0.905981 0.001970 0.018299 0.000178 0.000861 0.007791 0.004667
CE 0.788002 CE SR 0.730520 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1CE/DSC_0063_01.JPG 0.031451 0.467860 0.191398 0.095191 0.027143 0.014316 0.013500 0.159141
HP 0.754028 AN SA 0.549736 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3HP/DSC_0051_01.JPG 0.560504 0.023686 0.028591 0.050617 0.058845 0.235392 0.013137 0.029227
SR 0.797826 AN AN 2.552661 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1SR/DSC_0276.JPG 0.320796 0.006327 0.210841 0.185181 0.002618 0.024121 0.062561 0.187554
CE 0.985761 DS SA 2.091363 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1CE/DSC_0403_01.JPG 0.001491 0.191661 0.466029 0.001701 0.001310 0.333684 0.002871 0.001254
AN 0.465778 AN SC 3.129979 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8AN/DSC_0856.JPG 0.371642 0.010464 0.182055 0.055260 0.025996 0.046392 0.297383 0.010809
HP 0.986741 HP HP 6.936481 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1HP/DSC_0455_01.JPG 0.010166 0.000350 0.001299 0.986741 0.000302 0.000162 0.000175 0.000805
CE 0.999769 CE CE 6.884446 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1CE/DSC_0886.JPG 0.000013 0.999769 0.000004 0.000028 0.000050 0.000091 0.000019 0.000025
SR 0.917369 SC CE 2.385188 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1SR/DSC_0642_01.JPG 0.083840 0.309127 0.062876 0.000432 0.000905 0.002799 0.536762 0.003260
AN 0.737901 AN DS 3.338912 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S5/S5NM4/S5NM4AN/DSC_0837.JPG 0.495010 0.004699 0.394331 0.002366 0.002631 0.097403 0.001727 0.001833
SC 0.523882 DS SC 4.707074 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4SC/DSC_0847_01.JPG 0.162407 0.001460 0.179282 0.015089 0.000802 0.051076 0.329217 0.260669
HP 0.944818 HP AN 1.884078 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1HP/DSC_0136.JPG 0.211739 0.000136 0.165064 0.621107 0.000074 0.000068 0.001549 0.000263
SC 0.975006 DS AN 1.083543 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14NM2/S14NM2SC/DSC_0329_01.JPG 0.153778 0.000409 0.612223 0.018793 0.002024 0.001882 0.075884 0.135006
DS 0.879012 DS DS 7.349524 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1DS/DSC_0693_01.JPG 0.036468 0.002658 0.768798 0.000739 0.000688 0.087315 0.102968 0.000366
AN 0.882781 DS SA 2.657687 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2AN/DSC_0683.JPG 0.022498 0.012564 0.652826 0.029453 0.013807 0.244502 0.011849 0.012501
NE 0.994033 DS DS 6.963831 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2NE/DSC_0516.JPG 0.012880 0.149128 0.507049 0.176978 0.000722 0.008349 0.010231 0.134662
AN 0.862382 SA AN 1.774809 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4AN/DSC_0319_01.JPG 0.219746 0.000348 0.125785 0.001567 0.000762 0.499655 0.150915 0.001220
SR 0.927447 SR SR 4.776548 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S10/S10MK2/S10MK2SR/DSC_0947_01.JPG 0.126932 0.000167 0.000902 0.091714 0.003760 0.001568 0.133988 0.640968
AN 0.784339 SA SC 0.115641 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2AN/DSC_0806.JPG 0.001204 0.000532 0.000119 0.000058 0.251106 0.550823 0.128431 0.067727
DS 0.917422 DS DS 4.243587 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2DS/DSC_0053.JPG 0.159029 0.000065 0.668559 0.024981 0.000015 0.000015 0.143944 0.003392
CE 0.909056 DS DS 4.590950 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S21/S21MK1/S21MK1CE/DSC_0755_01.JPG 0.233169 0.016553 0.463676 0.202748 0.000173 0.000499 0.011316 0.071867
SC 0.895690 DS HP 2.303233 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1SC/DSC_0289.JPG 0.003898 0.000400 0.656261 0.302683 0.000111 0.000238 0.010443 0.025966
CE 0.874620 CE CE 5.594411 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5CE/DSC_0587_01.JPG 0.000581 0.874620 0.040069 0.002198 0.001945 0.068533 0.008044 0.004011
SR 0.856079 DS SR -0.266573 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1SR/DSC_0472_01.JPG 0.221672 0.001492 0.573001 0.004766 0.000774 0.002741 0.076734 0.118820
DS 0.856586 SC SC 4.723301 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2DS/DSC_0990.JPG 0.352242 0.005492 0.062182 0.056243 0.000077 0.001480 0.517821 0.004463
DS 0.856031 DS DS 3.737464 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2DS/DSC_0703.JPG 0.049033 0.045581 0.538120 0.012279 0.008410 0.058885 0.017584 0.270107
AN 0.733970 AN AN 3.257589 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1AN/DSC_0199.JPG 0.339125 0.000180 0.187075 0.337591 0.000861 0.001324 0.131596 0.002248
SR 0.882279 SC SA 3.274490 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1SR/DSC_0639_01.JPG 0.059049 0.008092 0.001554 0.000296 0.007537 0.161637 0.756269 0.005565
HP 0.768396 AN HP 1.376301 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2HP/DSC_0892.JPG 0.378119 0.105321 0.021373 0.226883 0.007485 0.053176 0.198754 0.008890
NE 0.648789 SC SR 3.179068 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7NE/DSC_0213.JPG 0.114387 0.000070 0.014343 0.006404 0.001612 0.000231 0.491820 0.371133
AN 0.674374 AN SC 1.120438 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3AN/DSC_0097.JPG 0.421710 0.002069 0.068416 0.007767 0.013876 0.144630 0.172788 0.168745
SC 0.838370 SC SC 2.539935 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1SC/DSC_0477.JPG 0.189550 0.000358 0.134980 0.000974 0.000250 0.119089 0.520866 0.033934
HP 0.899966 HP HP 6.000453 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2HP/DSC_0610.JPG 0.050148 0.000251 0.009684 0.899966 0.005796 0.015979 0.000148 0.018027
SR 0.789946 SC AN 1.254451 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2SR/DSC_0107.JPG 0.130824 0.001106 0.006453 0.000539 0.057975 0.142674 0.639281 0.021148
SC 0.893904 NE NE 4.999131 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5SC/DSC_0691_01.JPG 0.005132 0.000150 0.006592 0.137598 0.652318 0.009756 0.003407 0.185047
NE 0.938377 HP CE 2.453536 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2NE/DSC_0676.JPG 0.080062 0.199593 0.078555 0.439959 0.085467 0.054841 0.056563 0.004960
SC 0.780307 SR SR 3.738760 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1SC/DSC_0160_01.JPG 0.007772 0.000449 0.007623 0.059787 0.010443 0.000987 0.322292 0.590646
HP 0.893480 HP HP 2.213411 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5HP/DSC_0494_01.JPG 0.040410 0.004736 0.012577 0.391835 0.005458 0.003061 0.153806 0.388117
NE 0.695659 SC AN 1.954118 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1NE/DSC_0475.JPG 0.287997 0.000327 0.019246 0.038344 0.019235 0.006469 0.417754 0.210628
DS 0.902531 SC DS 0.267459 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1DS/DSC_0705_01.JPG 0.008071 0.033201 0.396618 0.000700 0.000313 0.013577 0.545685 0.001834
NE 0.721805 SA SA 3.695821 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6NE/DSC_0241.JPG 0.021900 0.018817 0.043926 0.091547 0.116078 0.642908 0.009741 0.055082
SC 0.858162 SA HP -1.928296 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SC/DSC_0493.JPG 0.020648 0.015646 0.088685 0.078295 0.004382 0.790940 0.000955 0.000450
HP 0.953131 HP HP 6.239881 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S10/S10MK2/S10MK2HP/DSC_0972_01.JPG 0.037938 0.000025 0.000578 0.953131 0.000232 0.000513 0.000028 0.007555
SA 0.923544 HP HP 4.981322 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1SA/DSC_0098_01.JPG 0.002648 0.001666 0.031696 0.576996 0.002410 0.001346 0.069930 0.313308
SC 0.890907 SA CE 0.328571 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SC/DSC_0511.JPG 0.084678 0.074557 0.059105 0.042877 0.004409 0.705720 0.027640 0.001014
HP 0.492852 HP HP 3.055013 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4HP/DSC_0604.JPG 0.390429 0.004664 0.265512 0.283699 0.002436 0.009565 0.036500 0.007195
DS 0.578729 DS HP 1.020031 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1DS/DSC_0148.JPG 0.088505 0.020595 0.432507 0.228176 0.007523 0.049243 0.111634 0.061816
DS 0.989838 DS DS 6.678057 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1DS/DSC_0215.JPG 0.007734 0.000018 0.989838 0.000237 0.000001 0.000020 0.002143 0.000008
HP 0.703862 HP AN 1.900708 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1HP/DSC_0394.JPG 0.098856 0.057016 0.072284 0.445755 0.032639 0.027276 0.158489 0.107685
CE 0.999754 CE CE 6.892951 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1CE/DSC_0891.JPG 0.000035 0.999754 0.000013 0.000009 0.000014 0.000137 0.000015 0.000023
DS 0.656217 DS SC 1.235968 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3DS/DSC_0171_01.JPG 0.062046 0.012086 0.341933 0.425874 0.003503 0.021500 0.115787 0.017271
SA 0.951467 SA SA 4.803713 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2SA/DSC_0754.JPG 0.001079 0.014678 0.000111 0.000077 0.153816 0.829112 0.000895 0.000231
SC 0.745059 SA SA 4.572798 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1SC/DSC_0309.JPG 0.223198 0.071335 0.233261 0.007053 0.098213 0.364248 0.002194 0.000498
CE 0.967561 CE SC 0.233675 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1CE/DSC_0074.JPG 0.010242 0.569575 0.033195 0.215236 0.001952 0.065323 0.079764 0.024713
CE 0.895996 CE CE 1.712059 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1CE/DSC_0565_01.JPG 0.065606 0.402751 0.373270 0.119074 0.002410 0.010394 0.016084 0.010412
SR 0.710275 AN AN 2.567045 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1SR/DSC_0287.JPG 0.365891 0.024400 0.142446 0.199193 0.002005 0.014548 0.217567 0.033949
HP 0.971251 HP DS 1.381121 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1HP/DSC_0273.JPG 0.000929 0.000344 0.135554 0.839406 0.000198 0.000426 0.000131 0.023011
SC 0.945962 DS DS 5.682231 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3SC/DSC_0126_01.JPG 0.017294 0.002374 0.824173 0.134870 0.000209 0.001478 0.017598 0.002002
NE 0.490015 SR SA 1.621181 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1NE/DSC_0187.JPG 0.150037 0.004150 0.191810 0.057018 0.044276 0.278798 0.038634 0.235276
SC 0.652287 SC SC 2.551128 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2SC/DSC_0142.JPG 0.024594 0.000765 0.001207 0.000736 0.322338 0.102099 0.348959 0.199302
SR 0.841224 AN AN 1.843234 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5SR/DSC_0526_01.JPG 0.279175 0.090666 0.206922 0.089109 0.024606 0.172064 0.089001 0.048457
DS 0.671405 DS NE 1.521889 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1DS/DSC_0193_01.JPG 0.097924 0.002118 0.410566 0.197391 0.189057 0.015052 0.045122 0.042770
SC 0.977245 SC SC 3.181067 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S2/S2NM2/S2NM2SC/DSC_0464.JPG 0.149700 0.000377 0.003842 0.066295 0.008063 0.000567 0.578914 0.192242
AN 0.788551 AN DS -4.697196 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1AN/DSC_0192.JPG 0.382446 0.002280 0.176766 0.411831 0.000915 0.002302 0.020654 0.002806
DS 0.746858 DS CE 0.472993 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3DS/DSC_0162_01.JPG 0.023767 0.109605 0.477174 0.353702 0.000520 0.016955 0.016486 0.001792
NE 0.982456 NE NE 6.700435 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1NE/DSC_0039_01.JPG 0.001256 0.000099 0.003092 0.007584 0.982456 0.000219 0.000447 0.004848
CE 0.938549 CE CE 5.955923 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2CE/DSC_0728.JPG 0.001906 0.938549 0.000101 0.000067 0.005118 0.050038 0.002654 0.001567
SC 0.780484 SC SC 3.034272 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1SC/DSC_0644_01.JPG 0.026819 0.001351 0.153680 0.072811 0.009326 0.010402 0.420551 0.305061
NE 0.711200 DS DS 3.549569 3.633225 3.633225 1 0 0 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2NE/DSC_0051.JPG 0.180126 0.033227 0.501800 0.078695 0.002416 0.081743 0.036914 0.085080
HP 0.949681 HP HP 4.710653 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2HP/DSC_0604.JPG 0.103670 0.000401 0.147673 0.733030 0.000048 0.000899 0.000626 0.013652
DS 0.837903 SC SR 2.279198 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5DS/DSC_0552_01.JPG 0.013873 0.000282 0.003002 0.000655 0.001047 0.000537 0.636843 0.343761
NE 0.858670 SA SC 1.016222 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1NE/DSC_0370_01.JPG 0.010586 0.011919 0.000480 0.000909 0.347974 0.493597 0.132440 0.002095
SA 0.952435 DS DS 6.106499 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2SA/DSC_0602.JPG 0.007595 0.109723 0.510393 0.083370 0.027989 0.207829 0.007640 0.045461
HP 0.849062 DS DS 2.976985 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3HD2/S3HD2HP/DSC_0936.JPG 0.026628 0.008822 0.514716 0.300642 0.057611 0.008756 0.080291 0.002534
AN 0.604279 AN SR 1.793457 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0162.JPG 0.244704 0.002264 0.098888 0.013247 0.168698 0.086777 0.125750 0.259672
AN 0.801371 HP CE -0.589649 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5AN/DSC_0506_01.JPG 0.082086 0.045359 0.154505 0.331727 0.017265 0.123135 0.150819 0.095104
DS 0.961520 DS DS 6.139624 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3DS/DSC_0540.JPG 0.007680 0.001208 0.961520 0.001603 0.000159 0.001849 0.023874 0.002106
HP 0.981682 HP HP 6.544693 3.633225 3.633225 1 1 1 /home/sielicki/data/BC2E_1072x712/S5/S5NM4/S5NM4HP/DSC_0789.JPG 0.005155 0.000127 0.000223 0.981682 0.001740 0.000272 0.000203 0.010597
DS 0.787941 DS AN 3.271144 3.633225 3.633225 0 0 0 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1DS/DSC_0864.JPG 0.321951 0.006317 0.587060 0.000155 0.000126 0.013275 0.070707 0.000408
