CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName AN CE DS HP NE SA SC SR
AN 0.947218 AN DS 0.964638 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1AN/DSC_0604.JPG 0.565289 0.002609 0.164820 0.238876 0.000698 0.002850 0.015594 0.009263
DS 0.896233 DS DS 4.066194 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1DS/DSC_0201_01.JPG 0.001733 0.007800 0.679313 0.195027 0.000092 0.113883 0.000107 0.002044
SR 0.794502 SC AN 0.752201 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4SR/DSC_0244_01.JPG 0.121425 0.001036 0.324053 0.002635 0.000939 0.088339 0.454540 0.007034
AN 0.910508 SC SC 2.804697 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD2/S3HD2AN/DSC_0977.JPG 0.185566 0.000977 0.242479 0.008387 0.021489 0.016451 0.439662 0.084987
HP 0.812221 AN AN 2.772529 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1HP/DSC_0625_01.JPG 0.517838 0.010439 0.099218 0.336542 0.000148 0.027001 0.001871 0.006944
SC 0.880239 SC SC 7.666443 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4SC/DSC_0995.JPG 0.049672 0.000172 0.080319 0.000654 0.009647 0.038224 0.812998 0.008315
SA 0.657792 CE AN 0.422198 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2SA/DSC_0722.JPG 0.200702 0.388505 0.220811 0.028794 0.002166 0.142212 0.015164 0.001645
SC 0.825750 DS DS 2.843954 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4SC/DSC_0622.JPG 0.237280 0.004778 0.571157 0.061549 0.000376 0.011082 0.029419 0.084358
CE 0.903134 CE SA 1.603452 3.456649 3.456649 0 0 0 6.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1CE/DSC_0236_01.JPG 0.007118 0.777619 0.035940 0.021098 0.008063 0.148543 0.000539 0.001079
CE 0.503502 AN CE 1.039894 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3CE/DSC_0403.JPG 0.250386 0.115574 0.195869 0.069796 0.002790 0.352873 0.002438 0.010274
CE 0.924148 CE CE 3.210581 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1CE/DSC_0238_01.JPG 0.000126 0.600456 0.145266 0.011834 0.017979 0.223661 0.000145 0.000532
NE 0.917066 DS HP 1.303375 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3NE/DSC_0029_01.JPG 0.258720 0.006852 0.413225 0.289775 0.001971 0.001418 0.020235 0.007805
NE 0.910117 NE NE 3.823092 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4NE/DSC_0895.JPG 0.000060 0.000127 0.000038 0.000074 0.555692 0.443714 0.000077 0.000218
SR 0.988323 SR SR 5.296700 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1SR/DSC_0442_01.JPG 0.117918 0.000085 0.005191 0.000996 0.000367 0.000369 0.011070 0.864004
HP 0.996618 HP HP 6.725416 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1HP/DSC_0489.JPG 0.001858 0.000057 0.000623 0.996618 0.000051 0.000567 0.000005 0.000222
DS 0.898130 DS DS 3.948163 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2DS/DSC_0049.JPG 0.156750 0.000182 0.544831 0.269202 0.000271 0.000497 0.015732 0.012535
SA 0.733082 DS DS 3.915610 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2SA/DSC_0100.JPG 0.210967 0.155261 0.524976 0.010989 0.000354 0.009840 0.079728 0.007885
CE 0.995984 CE CE 6.720622 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7CE/DSC_0232.JPG 0.000079 0.995984 0.000644 0.001799 0.000068 0.000989 0.000145 0.000293
AN 0.817311 HP HP 6.003685 3.456649 3.456649 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0514.JPG 0.157186 0.000503 0.037612 0.716193 0.000228 0.082677 0.000774 0.004826
SR 0.760870 SC SR 0.870796 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2SR/DSC_0968.JPG 0.040763 0.006167 0.267484 0.005479 0.001158 0.000949 0.465201 0.212798
DS 0.580323 DS DS 4.065503 3.456649 3.456649 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3DS/DSC_0348_01.JPG 0.393319 0.037711 0.311062 0.208758 0.007655 0.037997 0.001487 0.002011
NE 0.866549 HP DS 2.358564 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1NE/DSC_0028_01.JPG 0.151130 0.002748 0.181486 0.619974 0.003231 0.001562 0.029885 0.009984
SA 0.896416 NE NE 4.816795 3.456649 3.456649 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1SA/DSC_0994.JPG 0.037879 0.001505 0.001160 0.002863 0.768875 0.166011 0.019089 0.002618
SC 0.672507 NE NE 5.229439 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5SC/DSC_0691_01.JPG 0.000878 0.004633 0.002799 0.074092 0.494523 0.033152 0.011663 0.378261
SR 0.833361 SC SC 7.229329 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2SR/DSC_0289.JPG 0.000947 0.000018 0.004455 0.000216 0.000029 0.000140 0.833361 0.160833
AN 0.820329 SC SC 3.190254 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1AN/DSC_0354.JPG 0.214790 0.010528 0.317450 0.002013 0.000323 0.003541 0.447012 0.004342
HP 0.943980 HP SR 2.052928 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1HP/DSC_0269.JPG 0.102997 0.000023 0.175209 0.580577 0.000062 0.000352 0.000150 0.140632
DS 0.904501 DS DS 5.050697 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4DS/DSC_0329_01.JPG 0.255036 0.000319 0.532870 0.000848 0.001484 0.145442 0.063606 0.000395
AN 0.789555 AN DS 2.266567 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3AN/DSC_0131_01.JPG 0.372690 0.095233 0.301520 0.055494 0.003758 0.012133 0.022061 0.137109
CE 0.717581 CE NE 2.499069 3.456649 3.456649 0 0 0 6.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1CE/DSC_0222_01.JPG 0.024540 0.632548 0.085455 0.003799 0.116391 0.136379 0.000239 0.000650
SC 0.882776 HP HP 3.862845 3.456649 3.456649 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK2/S6MK2SC/DSC_0475.JPG 0.168253 0.005585 0.120347 0.253622 0.000968 0.250466 0.178464 0.022295
DS 0.709716 SC AN -0.017748 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S17/S17MK1/S17MK1DS/DSC_0036_01.JPG 0.193577 0.001051 0.070392 0.021531 0.000928 0.019626 0.449824 0.243070
DS 0.663756 HP AN 1.190154 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3DS/DSC_0357_01.JPG 0.303412 0.044893 0.275180 0.299593 0.041274 0.031460 0.000897 0.003291
CE 0.887851 CE SA 1.839383 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1CE/DSC_0221_01.JPG 0.164300 0.524982 0.048567 0.007656 0.086441 0.166399 0.000194 0.001461
SA 0.622407 AN SA 3.206820 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3SA/DSC_0246_01.JPG 0.387879 0.012518 0.026545 0.124823 0.186257 0.259395 0.000284 0.002299
DS 0.877916 DS DS 5.147924 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S5/S5NM4/S5NM4DS/DSC_0850.JPG 0.171820 0.000831 0.686442 0.002624 0.000567 0.137425 0.000216 0.000076
SR 0.830293 AN DS -0.733502 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8SR/DSC_0785.JPG 0.388787 0.052426 0.242096 0.182280 0.001032 0.081792 0.037666 0.013920
DS 0.917547 DS DS 2.666599 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2DS/DSC_0370.JPG 0.163839 0.104391 0.534687 0.040933 0.000091 0.006820 0.144414 0.004825
AN 0.605882 SC SA 1.425333 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6AN/DSC_0359.JPG 0.038441 0.001398 0.011048 0.006752 0.169507 0.151426 0.320975 0.300454
HP 0.942830 HP HP 2.620719 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4HP/DSC_0602.JPG 0.206489 0.002739 0.088136 0.520371 0.000559 0.002299 0.004051 0.175356
AN 0.756813 AN AN 6.433604 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3AN/DSC_0690_17142.JPG 0.649593 0.000060 0.015185 0.000578 0.000198 0.004483 0.329668 0.000235
SC 0.457158 DS AN -0.346492 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1SC/DSC_0328.JPG 0.350987 0.059537 0.206196 0.010360 0.002465 0.005838 0.272741 0.091876
NE 0.944058 NE NE 4.173642 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2NE/DSC_0721.JPG 0.003324 0.001236 0.001129 0.000713 0.692353 0.158775 0.133425 0.009044
CE 0.790000 CE AN -1.966273 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1CE/DSC_0075.JPG 0.182638 0.339837 0.238375 0.007085 0.000129 0.010209 0.076129 0.145598
HP 0.719866 HP HP 3.153785 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3HP/DSC_0459.JPG 0.061072 0.002543 0.182693 0.328252 0.006452 0.155286 0.189683 0.074019
AN 0.957422 HP AN 1.704018 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4AN/DSC_0029.JPG 0.313836 0.000061 0.000643 0.684986 0.000215 0.000018 0.000016 0.000226
SR 0.779322 SR SR 2.604316 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1SR/DSC_0786.JPG 0.066196 0.001287 0.006260 0.123307 0.141780 0.148651 0.048405 0.464113
AN 0.867471 SR DS 1.684612 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1AN/DSC_0308.JPG 0.120983 0.000660 0.263206 0.178537 0.001404 0.001250 0.004036 0.429923
SC 0.983966 SC SC 6.424483 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2SC/DSC_0829.JPG 0.001554 0.000032 0.000114 0.000070 0.000526 0.000233 0.983966 0.013506
SR 0.764128 SA SA 1.764523 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1SR/DSC_0289.JPG 0.154096 0.015709 0.218880 0.022400 0.135016 0.248893 0.009856 0.195149
DS 0.803491 DS DS 6.280714 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5DS/DSC_0720_01.JPG 0.039492 0.003748 0.643473 0.265451 0.002686 0.038574 0.000335 0.006242
SC 0.995242 HP HP 6.682481 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2SC/DSC_0824.JPG 0.001020 0.000005 0.003340 0.995242 0.000008 0.000016 0.000168 0.000200
NE 0.912704 DS CE 1.313098 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2NE/DSC_0059.JPG 0.106764 0.143041 0.377349 0.138298 0.000689 0.155262 0.012207 0.066389
HP 0.595559 SA DS 0.223518 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3HP/DSC_0474.JPG 0.032448 0.002508 0.252939 0.135626 0.001977 0.215063 0.180547 0.178891
SR 0.848382 NE NE 4.020960 3.456649 3.456649 1 1 1 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5SR/DSC_0635_01.JPG 0.004186 0.006084 0.000118 0.002520 0.625024 0.049170 0.060195 0.252704
SR 0.839163 NE AN 0.328032 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3SR/DSC_0981.JPG 0.192776 0.000987 0.016328 0.002175 0.416268 0.280010 0.056797 0.034659
SR 0.599131 AN HP 1.893525 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1SR/DSC_0089.JPG 0.343555 0.000360 0.040129 0.156893 0.000123 0.000139 0.226023 0.232777
DS 0.914248 DS AN 1.659822 3.456649 3.456649 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1DS/DSC_0524_01.JPG 0.162674 0.000492 0.665948 0.007158 0.014116 0.104089 0.016739 0.028784
NE 0.776423 AN SA 2.288057 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1NE/DSC_0880.JPG 0.409306 0.001321 0.145595 0.002384 0.003878 0.399297 0.030125 0.008093
NE 0.646036 SA SR 1.704757 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S17/S17MK1/S17MK1NE/DSC_0889.JPG 0.066498 0.014756 0.097631 0.030687 0.061544 0.244006 0.170272 0.314606
NE 0.640692 SR DS 0.064083 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK2/S6MK2NE/DSC_0402.JPG 0.055171 0.001783 0.145512 0.046629 0.053793 0.215052 0.157986 0.324075
CE 0.999641 CE CE 6.768771 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2CE/DSC_0728.JPG 0.000005 0.999641 0.000001 0.000010 0.000015 0.000289 0.000001 0.000038
CE 0.999877 CE CE 6.777211 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2CE/DSC_0714.JPG 0.000000 0.999877 0.000000 0.000002 0.000080 0.000041 0.000000 0.000001
NE 0.734892 AN DS 1.538242 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8NE/DSC_0764.JPG 0.266607 0.077176 0.395401 0.021205 0.001355 0.063879 0.169860 0.004518
DS 0.695297 AN DS 2.202322 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1DS/DSC_0692_01.JPG 0.505215 0.076607 0.240152 0.154813 0.001860 0.004730 0.010665 0.005958
SC 0.762599 SC SC 5.602437 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1SC/DSC_0145_01.JPG 0.211671 0.000453 0.150755 0.028632 0.000778 0.000938 0.531502 0.075270
HP 0.937780 HP HP 3.691085 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3HP/DSC_0956.JPG 0.004513 0.003465 0.062426 0.710407 0.178612 0.037705 0.000779 0.002094
SC 0.624525 AN HP 2.006720 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1SC/DSC_0768.JPG 0.373434 0.002405 0.057777 0.553416 0.000505 0.005121 0.002350 0.004992
SR 0.839776 DS AN 2.266125 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8SR/DSC_0782.JPG 0.189716 0.005715 0.493039 0.037623 0.002243 0.104372 0.159806 0.007486
SC 0.839476 SR AN -1.918312 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5SC/DSC_0466_01.JPG 0.181158 0.000533 0.008111 0.011170 0.000665 0.002043 0.189850 0.606471
AN 0.721860 HP DS 0.202003 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6AN/DSC_0375.JPG 0.138495 0.020345 0.116013 0.238620 0.080092 0.235286 0.093252 0.077898
DS 0.930757 DS DS 6.344005 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2DS/DSC_0663.JPG 0.176447 0.004487 0.798595 0.007707 0.000167 0.003726 0.004201 0.004670
HP 0.740233 HP SC 2.805402 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1HP/DSC_0153.JPG 0.081841 0.002340 0.077305 0.454004 0.016173 0.001025 0.294069 0.073241
HP 0.859735 HP HP 4.154278 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1HP/DSC_0627_01.JPG 0.409012 0.000089 0.039318 0.511163 0.000127 0.000038 0.039590 0.000662
SA 0.851298 AN AN 4.649651 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2SA/DSC_0916.JPG 0.632761 0.020354 0.094953 0.008495 0.001824 0.001319 0.223850 0.016444
HP 0.865792 AN AN 2.984602 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1HP/DSC_0556.JPG 0.479370 0.000639 0.100120 0.258443 0.003102 0.000856 0.118529 0.038941
SA 0.636356 AN AN 4.562125 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1SA/DSC_0436.JPG 0.409586 0.048143 0.110066 0.010695 0.005653 0.012631 0.326395 0.076831
AN 0.692178 AN DS 0.114195 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0988.JPG 0.321983 0.008871 0.180855 0.006947 0.128461 0.088503 0.107936 0.156445
CE 0.887520 CE CE 5.025661 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S2/S2NM2/S2NM2CE/DSC_0361.JPG 0.009736 0.643123 0.123968 0.009198 0.003152 0.006487 0.143357 0.060979
SC 0.595093 AN SC 1.002525 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3SC/DSC_0272_01.JPG 0.179640 0.003554 0.068755 0.334495 0.274055 0.005744 0.067783 0.065975
DS 0.717092 SR AN -0.854407 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3DS/DSC_0163_01.JPG 0.058529 0.321231 0.064755 0.089546 0.100054 0.004415 0.034051 0.327419
NE 0.624216 CE DS 0.867353 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2NE/DSC_0674.JPG 0.116123 0.433458 0.176270 0.096674 0.009923 0.130279 0.030199 0.007076
SA 0.805693 AN HP -1.022199 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5SA/DSC_0443_01.JPG 0.475285 0.213291 0.074565 0.164783 0.004618 0.018590 0.012075 0.036793
NE 0.891512 SA SA 5.494881 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1NE/DSC_0380_01.JPG 0.001977 0.197523 0.010475 0.021954 0.000869 0.764637 0.000364 0.002203
AN 0.590531 DS AN 0.070213 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1AN/DSC_0338.JPG 0.202993 0.162816 0.268980 0.032625 0.002040 0.006557 0.198960 0.125029
CE 0.999731 CE CE 6.163377 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3CE/DSC_0570_17022.JPG 0.000073 0.877848 0.000139 0.000025 0.000002 0.000009 0.121766 0.000139
SA 0.608726 DS SA 0.733689 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8SA/DSC_0750.JPG 0.315518 0.013066 0.380256 0.050459 0.010225 0.119729 0.058849 0.051897
NE 0.890434 HP SC 0.606427 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1NE/DSC_0016.JPG 0.055867 0.010781 0.163048 0.428850 0.001321 0.162973 0.139883 0.037278
CE 0.757143 CE CE 4.670987 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1CE/DSC_0545_01.JPG 0.048232 0.559138 0.035741 0.044333 0.002919 0.124536 0.131571 0.053529
HP 0.897827 DS CE 1.033660 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2HP/DSC_0147.JPG 0.059298 0.074972 0.820493 0.024165 0.000039 0.002777 0.012361 0.005895
SC 0.769849 SR SR 3.827949 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3SC/DSC_0154.JPG 0.017083 0.000636 0.004059 0.022398 0.066102 0.001616 0.190346 0.697760
SC 0.654279 DS DS 2.997168 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S16/S16MK1/S16MK1SC/DSC_0455.JPG 0.130569 0.001472 0.547717 0.081399 0.000358 0.000452 0.230552 0.007481
CE 0.974424 CE CE 5.613087 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3CE/DSC_0074.JPG 0.017335 0.718293 0.068809 0.036683 0.081415 0.047322 0.001756 0.028386
SR 0.855796 SC SC 4.004684 3.456649 3.456649 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1SR/DSC_0127.JPG 0.170620 0.000170 0.151750 0.005308 0.000218 0.000400 0.531894 0.139640
SA 0.847728 AN SA 2.300663 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3SA/DSC_0919.JPG 0.553812 0.004336 0.097650 0.004542 0.058656 0.279137 0.001050 0.000816
CE 0.999942 CE CE 6.778816 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2CE/DSC_0719.JPG 0.000000 0.999942 0.000000 0.000002 0.000005 0.000050 0.000000 0.000001
DS 0.715537 AN SA 0.802949 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1DS/DSC_0696_01.JPG 0.435918 0.075999 0.024178 0.202470 0.014819 0.216901 0.002834 0.026882
NE 0.755510 SR SR 4.495975 3.456649 3.456649 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7NE/DSC_0202.JPG 0.006837 0.000508 0.005115 0.004183 0.208979 0.006025 0.221032 0.547321
AN 0.850478 HP HP 2.006543 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S17/S17MK1/S17MK1AN/DSC_0910.JPG 0.097283 0.000467 0.028267 0.411767 0.011278 0.001547 0.050816 0.398575
DS 0.974655 DS DS 5.333148 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3DS/DSC_0697_17149.JPG 0.025740 0.000049 0.837159 0.000319 0.000010 0.000180 0.136401 0.000142
SC 0.956572 NE NE 4.241930 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1SC/DSC_0935.JPG 0.168448 0.001721 0.000638 0.008958 0.722598 0.012787 0.036569 0.048281
AN 0.778928 SA SA 3.161955 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1AN/DSC_0217.JPG 0.083345 0.046534 0.031485 0.132187 0.115887 0.574749 0.000233 0.015580
SC 0.776195 AN CE 0.952077 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1SC/DSC_0486_01.JPG 0.271276 0.081241 0.311030 0.005659 0.000121 0.277647 0.045903 0.007123
HP 0.697752 SR SR 2.507473 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1HP/DSC_0117_01.JPG 0.026902 0.000550 0.204801 0.375365 0.006609 0.005471 0.022935 0.357366
SR 0.761180 SC DS 2.028591 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1SR/DSC_0595_01.JPG 0.189366 0.028578 0.208992 0.047844 0.001420 0.011189 0.338904 0.173707
SA 0.653059 AN HP 2.668535 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4SA/DSC_0568.JPG 0.219557 0.001285 0.143701 0.336934 0.000605 0.005077 0.029296 0.263545
CE 0.795053 DS DS 3.230027 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1CE/DSC_0567_01.JPG 0.364960 0.142872 0.398620 0.049013 0.000917 0.013119 0.025664 0.004834
CE 0.995770 CE CE 6.678666 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3CE/DSC_0887.JPG 0.000095 0.995770 0.000104 0.001867 0.001383 0.000643 0.000070 0.000068
