CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S2 0.877570 S7 S1 0.010106 4.143308 4.825578 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0920.JPG 0.001269 0.000172 0.000606 0.000804 0.001529 0.004781 0.004072 0.002464 0.025742 0.088978 0.010972 0.005419 0.204145 0.181412 0.004246 0.000270 0.000575 0.002702 0.450160 0.009403 0.000277
S2 0.640867 S7 S1 0.089086 4.143308 4.725678 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0921.JPG 0.001864 0.000141 0.001044 0.001443 0.001546 0.010536 0.011971 0.000801 0.005843 0.135139 0.011232 0.002811 0.149665 0.157587 0.007755 0.000372 0.001541 0.001506 0.437846 0.059005 0.000354
S2 0.702810 S18 S1 0.041680 4.143308 4.625781 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0922.JPG 0.001940 0.000260 0.001282 0.003406 0.001043 0.093544 0.023598 0.001289 0.004671 0.536547 0.003900 0.003407 0.131808 0.066642 0.014017 0.000318 0.001984 0.002098 0.106623 0.001375 0.000249
S2 0.866235 S18 S1 0.112459 4.143308 4.525887 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0923.JPG 0.003506 0.001810 0.002475 0.002339 0.011351 0.016950 0.012852 0.007350 0.109805 0.261743 0.011204 0.004998 0.181230 0.043935 0.017401 0.000680 0.001438 0.010987 0.274923 0.021734 0.001287
S2 0.640191 S7 S1 0.008563 4.143308 4.425995 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0924.JPG 0.002326 0.000364 0.002209 0.004456 0.003100 0.013059 0.023196 0.001519 0.004723 0.263074 0.006087 0.004223 0.155615 0.059230 0.018861 0.000523 0.001711 0.004012 0.348685 0.081616 0.001412
S2 0.807672 S18 S1 0.015539 4.143308 4.326104 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0925.JPG 0.002571 0.000460 0.001973 0.009622 0.001942 0.097804 0.029317 0.002220 0.005273 0.455111 0.005500 0.005448 0.141815 0.032140 0.033754 0.000619 0.003141 0.008367 0.157069 0.004932 0.000922
S2 0.713413 S7 S1 0.029807 4.143308 4.226218 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0926.JPG 0.003331 0.000761 0.001854 0.001905 0.006224 0.013655 0.005357 0.008040 0.046147 0.274897 0.010643 0.004715 0.132548 0.029400 0.005390 0.000366 0.000956 0.015206 0.431869 0.006257 0.000478
S2 0.782207 S7 S1 0.053946 4.143308 4.126333 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0927.JPG 0.002650 0.000239 0.001403 0.005115 0.006118 0.023276 0.010626 0.000961 0.003429 0.267468 0.014674 0.003489 0.120440 0.107364 0.010620 0.000402 0.000976 0.004270 0.389111 0.026450 0.000919
S2 0.816008 S18 S1 0.189706 4.143308 4.026451 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0928.JPG 0.002017 0.000261 0.001204 0.008559 0.002473 0.147279 0.015401 0.001119 0.002689 0.441312 0.007838 0.003730 0.103334 0.044628 0.013864 0.000272 0.001893 0.008229 0.189858 0.003446 0.000594
S2 0.807900 S7 S1 -0.062268 4.143308 3.926572 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0929.JPG 0.002136 0.000423 0.001440 0.002002 0.003197 0.005538 0.005304 0.007631 0.096450 0.317483 0.008793 0.006771 0.105828 0.018616 0.005519 0.000453 0.000830 0.005216 0.394499 0.011472 0.000398
S2 0.760363 S7 S1 -0.034133 4.143308 3.826696 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0930.JPG 0.002521 0.000193 0.001575 0.003808 0.008748 0.014341 0.014517 0.000972 0.005873 0.318658 0.007638 0.003350 0.080697 0.038457 0.019019 0.000413 0.001016 0.002756 0.448383 0.026503 0.000563
S2 0.751332 S18 S1 0.028375 4.143308 3.726825 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0931.JPG 0.002432 0.000219 0.001193 0.003328 0.001946 0.067054 0.019410 0.001255 0.006245 0.596606 0.009647 0.004064 0.061470 0.020194 0.026757 0.000282 0.001466 0.003742 0.170409 0.001899 0.000381
S2 0.681325 S7 S1 0.029132 4.143308 3.626956 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0932.JPG 0.003078 0.000724 0.001848 0.001635 0.004172 0.127844 0.009888 0.016718 0.073496 0.179223 0.010262 0.010624 0.165818 0.016396 0.014309 0.000670 0.001461 0.015125 0.329405 0.016669 0.000636
S2 0.627774 S7 S1 -0.030952 4.143308 3.527091 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0933.JPG 0.002413 0.000276 0.002119 0.003101 0.003025 0.124820 0.018066 0.002230 0.003352 0.204177 0.008410 0.003686 0.125522 0.054519 0.013615 0.000540 0.001460 0.004591 0.365250 0.058180 0.000647
S2 0.742507 S18 S1 -0.042962 4.143308 3.427230 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0934.JPG 0.001482 0.000296 0.001474 0.005496 0.001172 0.115711 0.020167 0.002499 0.002537 0.578760 0.004469 0.004279 0.090465 0.027455 0.025471 0.000301 0.001678 0.004828 0.108711 0.002420 0.000329
S2 0.877041 S18 S1 -0.022935 4.143308 3.327373 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0935.JPG 0.004465 0.005619 0.003634 0.004611 0.039737 0.008075 0.004303 0.004241 0.059526 0.261896 0.025140 0.003573 0.197669 0.028599 0.026246 0.000897 0.001508 0.012869 0.284103 0.021915 0.001372
S2 0.703427 S7 S1 -0.067354 4.143308 3.227520 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0936.JPG 0.002925 0.001055 0.001754 0.007177 0.009646 0.009430 0.006956 0.001152 0.004595 0.310324 0.009027 0.003802 0.151281 0.013232 0.081771 0.000799 0.001162 0.005053 0.324159 0.053131 0.001568
S2 0.837409 S18 S1 -0.023988 4.143308 3.127672 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0937.JPG 0.002050 0.000460 0.001074 0.011871 0.001913 0.088062 0.017277 0.001310 0.005692 0.540382 0.005422 0.004363 0.130274 0.007472 0.086480 0.000532 0.001483 0.006427 0.083921 0.003078 0.000455
S2 0.647830 S7 S1 -0.037054 4.143308 3.027829 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0938.JPG 0.004593 0.001263 0.002044 0.002482 0.005585 0.102391 0.011876 0.016784 0.066535 0.201569 0.020871 0.011066 0.165867 0.024952 0.010206 0.000831 0.001687 0.017943 0.312841 0.017776 0.000838
S2 0.597328 S7 S1 -0.031331 4.143308 2.927991 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0939.JPG 0.003443 0.000390 0.001637 0.005639 0.004559 0.065055 0.014656 0.001815 0.004042 0.265992 0.017925 0.004357 0.129081 0.043632 0.014332 0.000535 0.001208 0.006499 0.350246 0.064182 0.000775
S2 0.770582 S18 S1 0.009441 4.143308 2.828159 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0940.JPG 0.002639 0.000378 0.001690 0.007213 0.001834 0.155462 0.029522 0.001566 0.003871 0.445554 0.010869 0.004278 0.119001 0.033755 0.019589 0.000387 0.001825 0.006608 0.150634 0.002858 0.000468
S2 0.744203 S7 S1 0.064906 4.143308 2.728333 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0941.JPG 0.001760 0.000450 0.001603 0.001073 0.001910 0.004113 0.004348 0.018657 0.058094 0.275757 0.005163 0.011514 0.135600 0.025293 0.008574 0.000269 0.000995 0.007147 0.432161 0.005239 0.000280
S2 0.771589 S7 S1 0.000001 4.143308 2.628513 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0942.JPG 0.002345 0.000197 0.001397 0.002939 0.002845 0.011320 0.010195 0.001425 0.005688 0.309485 0.008066 0.003995 0.105386 0.028700 0.013196 0.000458 0.001030 0.003618 0.450792 0.036381 0.000541
S2 0.702860 S18 S1 -0.008332 4.143308 2.528700 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0943.JPG 0.001907 0.000254 0.001420 0.004145 0.001355 0.076106 0.012766 0.002170 0.003882 0.638715 0.005611 0.004569 0.072244 0.021588 0.024050 0.000266 0.002039 0.004124 0.120250 0.002200 0.000339
S2 0.668916 S7 S1 -0.008092 4.143308 2.428895 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0944.JPG 0.003194 0.001178 0.002039 0.001791 0.006932 0.039852 0.012006 0.004379 0.056223 0.143421 0.017868 0.006774 0.217522 0.074097 0.005944 0.000807 0.001347 0.007167 0.342431 0.054178 0.000850
S2 0.697803 S7 S1 -0.002861 4.143308 2.329098 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0945.JPG 0.001697 0.000193 0.000648 0.002559 0.003615 0.014574 0.011530 0.000841 0.011822 0.132420 0.016802 0.004461 0.175136 0.111452 0.006125 0.000460 0.002293 0.002566 0.432980 0.066715 0.001111
S2 0.576926 S18 S1 0.084806 4.143308 2.229309 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0946.JPG 0.001748 0.000226 0.001327 0.005290 0.001739 0.105284 0.054905 0.001580 0.010562 0.327959 0.005762 0.004546 0.180487 0.083828 0.017966 0.000375 0.005375 0.002362 0.186267 0.001922 0.000489
S2 0.771928 S20 S1 0.003199 4.143308 2.129531 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0947.JPG 0.003074 0.000654 0.001159 0.001835 0.006744 0.050471 0.012491 0.003022 0.054454 0.097944 0.034733 0.007150 0.247913 0.094173 0.005363 0.000828 0.001402 0.008409 0.301299 0.065991 0.000891
S2 0.720553 S7 S1 -0.013405 4.143308 2.029763 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0948.JPG 0.002094 0.000180 0.000858 0.002418 0.004935 0.050843 0.021438 0.000735 0.014634 0.066517 0.037389 0.004758 0.239632 0.120868 0.007914 0.000319 0.001861 0.002665 0.354258 0.064864 0.000820
S2 0.431468 S14 S1 0.002661 4.143308 1.930007 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0949.JPG 0.002180 0.000227 0.001412 0.005901 0.002555 0.165295 0.055920 0.001111 0.008510 0.164323 0.034883 0.004209 0.242448 0.102681 0.014162 0.000309 0.003647 0.003163 0.181956 0.004348 0.000759
S2 0.705135 S20 S1 0.012764 4.143308 1.830264 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0950.JPG 0.002026 0.000687 0.001699 0.002130 0.003886 0.020920 0.006288 0.013303 0.088528 0.091777 0.060537 0.017791 0.210230 0.121536 0.012546 0.000545 0.001088 0.004703 0.284881 0.054238 0.000661
S2 0.700174 S7 S1 0.009818 4.143308 1.730535 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0951.JPG 0.001458 0.000126 0.000709 0.003032 0.003383 0.011735 0.009766 0.000678 0.005792 0.096416 0.039493 0.002779 0.175957 0.121870 0.006967 0.000242 0.001117 0.001406 0.472143 0.044472 0.000456
S2 0.671201 S18 S1 0.064174 4.143308 1.640461 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0952.JPG 0.002013 0.000170 0.001065 0.002752 0.001082 0.071151 0.020659 0.000776 0.004303 0.492685 0.006511 0.002648 0.111184 0.084323 0.010123 0.000237 0.002572 0.001358 0.182578 0.001465 0.000345
S2 0.815539 S20 S1 0.008636 4.143308 1.539757 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0953.JPG 0.002953 0.000675 0.001687 0.001838 0.004923 0.141405 0.011980 0.010044 0.096022 0.119340 0.007881 0.005165 0.247636 0.051147 0.005881 0.000859 0.001516 0.009944 0.239746 0.038565 0.000792
S2 0.579207 S7 S1 0.033598 4.143308 1.438685 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0954.JPG 0.002451 0.000328 0.001821 0.002496 0.004362 0.149012 0.020816 0.002035 0.004408 0.081099 0.004797 0.002589 0.208631 0.146775 0.008902 0.000578 0.002821 0.006569 0.300680 0.047998 0.000832
S2 0.671723 S14 S1 0.039015 4.143308 1.338710 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0955.JPG 0.001273 0.000242 0.001600 0.004356 0.001599 0.201678 0.111846 0.001698 0.001985 0.243669 0.005047 0.002555 0.180786 0.110338 0.013091 0.000285 0.004025 0.003314 0.107389 0.002698 0.000525
S2 0.695570 S18 S1 -0.117458 4.143308 1.239085 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0956.JPG 0.003591 0.002726 0.002370 0.004144 0.020754 0.007632 0.005422 0.003639 0.109404 0.210573 0.034455 0.004796 0.212648 0.041363 0.008569 0.000827 0.001402 0.012013 0.299479 0.012493 0.001701
S2 0.756726 S7 S1 0.014038 4.143308 1.138683 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0957.JPG 0.001880 0.000475 0.001003 0.002665 0.004951 0.006375 0.008692 0.000830 0.016659 0.199498 0.006677 0.002475 0.257713 0.071690 0.011161 0.000558 0.001448 0.003703 0.354585 0.046215 0.000746
S2 0.562154 S18 S1 0.215361 4.143308 1.037814 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0958.JPG 0.001961 0.000280 0.001259 0.004772 0.001985 0.077858 0.062471 0.001197 0.009114 0.332058 0.004965 0.003002 0.237405 0.070262 0.017826 0.000416 0.003897 0.003149 0.163160 0.002442 0.000520
S2 0.589927 S7 S1 -0.011110 4.143308 0.936976 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0959.JPG 0.002554 0.000428 0.000953 0.001262 0.004750 0.171916 0.006581 0.003227 0.059664 0.059337 0.014374 0.004690 0.238288 0.098880 0.004259 0.000522 0.001116 0.008073 0.288612 0.030020 0.000495
S2 0.611533 S7 S1 -0.025914 4.143308 0.836265 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0960.JPG 0.002176 0.000188 0.001249 0.001914 0.003456 0.169906 0.014142 0.000894 0.002683 0.042810 0.009006 0.001741 0.186053 0.144658 0.005995 0.000344 0.001569 0.003921 0.354222 0.052529 0.000544
S2 0.632697 S14 S1 0.042930 4.143308 0.736010 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0961.JPG 0.001637 0.000218 0.001751 0.004394 0.001617 0.285384 0.043749 0.001295 0.002803 0.239783 0.010909 0.003005 0.155813 0.093210 0.011791 0.000312 0.002838 0.002841 0.133690 0.002444 0.000516
S2 0.750124 S7 S1 -0.049104 4.143308 0.635893 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0962.JPG 0.001994 0.000395 0.001227 0.000992 0.003301 0.006554 0.007183 0.004510 0.044341 0.095916 0.008775 0.008024 0.244090 0.200303 0.009948 0.000493 0.000746 0.004780 0.341336 0.014756 0.000335
S2 0.655561 S7 S1 0.016739 4.143308 0.535014 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0963.JPG 0.002221 0.000248 0.001192 0.001412 0.003629 0.010291 0.014192 0.001176 0.008257 0.111810 0.008313 0.004329 0.264151 0.202684 0.013692 0.000439 0.001228 0.002912 0.321822 0.025609 0.000394
S2 0.647966 S18 S1 0.033450 4.143308 0.434123 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0964.JPG 0.001764 0.000296 0.001621 0.003115 0.001037 0.085276 0.055386 0.001003 0.004534 0.434986 0.003698 0.003215 0.162721 0.119535 0.013428 0.000302 0.002196 0.001773 0.101307 0.002582 0.000224
S2 0.810135 S18 S1 0.033612 4.143308 0.333849 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0965.JPG 0.003500 0.001946 0.001740 0.002801 0.028789 0.010132 0.006521 0.002663 0.114361 0.237310 0.014755 0.003355 0.184916 0.058801 0.013256 0.001063 0.001516 0.013198 0.275148 0.022145 0.002084
S2 0.644866 S7 S1 -0.003803 4.143308 0.233606 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0966.JPG 0.002506 0.000442 0.001210 0.007106 0.005943 0.008879 0.009720 0.000935 0.004575 0.248197 0.004706 0.003050 0.168402 0.065039 0.025111 0.000773 0.002451 0.005166 0.380366 0.052645 0.002777
S2 0.672383 S18 S1 0.020825 4.143308 0.133402 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0967.JPG 0.003046 0.000447 0.001807 0.016029 0.002240 0.157730 0.028906 0.001512 0.004282 0.357672 0.005077 0.005443 0.166801 0.065366 0.037498 0.000838 0.004522 0.004306 0.131595 0.003791 0.001092
S2 0.661867 S18 S1 0.016732 4.143308 0.033883 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0968.JPG 0.003801 0.002465 0.001924 0.002187 0.029628 0.007981 0.006419 0.003861 0.123245 0.197213 0.010580 0.002617 0.206770 0.047619 0.009759 0.000618 0.001628 0.022360 0.307566 0.010757 0.001002
S2 0.610142 S7 S1 -0.012131 4.143308 0.007324 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0969.JPG 0.002919 0.000337 0.001138 0.003318 0.009248 0.010360 0.012376 0.000958 0.020810 0.212283 0.012316 0.002800 0.198424 0.124617 0.024868 0.000504 0.002447 0.006200 0.304922 0.048115 0.001040
S2 0.647497 S18 S1 0.012530 4.143308 0.000364 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0971.JPG 0.006838 0.003461 0.002624 0.001208 0.025997 0.016665 0.004388 0.006627 0.113292 0.188365 0.014782 0.006405 0.219392 0.075640 0.006728 0.000536 0.002283 0.012595 0.276901 0.014385 0.000888
S2 0.672387 S7 S1 0.018756 4.143308 -0.003933 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0972.JPG 0.003941 0.000480 0.001709 0.002128 0.010909 0.014352 0.017324 0.001195 0.010676 0.204188 0.010194 0.003668 0.217002 0.093368 0.015085 0.000392 0.003019 0.003853 0.356847 0.028562 0.001106
S2 0.737497 S18 S1 0.016811 4.143308 0.000083 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0973.JPG 0.002894 0.000238 0.001091 0.004662 0.001788 0.125464 0.037711 0.000986 0.003863 0.362349 0.008256 0.003634 0.179895 0.036839 0.015171 0.000338 0.003752 0.003070 0.204430 0.002981 0.000589
S2 0.795487 S20 S1 0.007076 4.143308 0.001763 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0974.JPG 0.002768 0.000694 0.001383 0.001245 0.005886 0.084165 0.011743 0.006274 0.122620 0.152053 0.011085 0.006194 0.239081 0.061021 0.005586 0.000868 0.001222 0.012439 0.250445 0.022452 0.000778
S2 0.561929 S21 S1 0.039408 4.143308 -0.004134 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0975.JPG 0.002542 0.000384 0.001401 0.003359 0.008224 0.034677 0.017431 0.000972 0.006991 0.106840 0.013614 0.003766 0.213265 0.262857 0.008206 0.000800 0.003142 0.008810 0.249877 0.051987 0.000857
S2 0.678561 S18 S1 0.116583 4.143308 0.000364 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0976.JPG 0.001407 0.000241 0.001293 0.003617 0.001335 0.137231 0.094499 0.000910 0.004735 0.321450 0.004761 0.003782 0.190206 0.135488 0.010941 0.000364 0.004072 0.002066 0.079188 0.001992 0.000423
S2 0.612122 S17 S1 0.038848 4.143308 -0.004429 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0977.JPG 0.002620 0.004227 0.001724 0.002273 0.017162 0.006419 0.007314 0.002264 0.183042 0.181625 0.012162 0.003074 0.231872 0.060457 0.010567 0.000780 0.001334 0.014731 0.244350 0.011142 0.000862
S2 0.747772 S18 S1 0.082026 4.143308 -0.000226 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0978.JPG 0.004550 0.003447 0.003172 0.004812 0.019477 0.009665 0.013829 0.002030 0.019961 0.244910 0.005999 0.004024 0.216672 0.113453 0.042844 0.000985 0.002796 0.017581 0.237119 0.031558 0.001117
S2 0.725508 S18 S1 0.068927 4.143308 0.002460 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0979.JPG 0.002142 0.000364 0.001550 0.006911 0.002037 0.098765 0.063571 0.001343 0.007307 0.406102 0.005034 0.004030 0.186095 0.086176 0.034269 0.000498 0.004622 0.004364 0.082029 0.002324 0.000467
S2 0.478534 S17 S1 -0.001096 4.143308 -0.003819 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0980.JPG 0.003005 0.000672 0.000969 0.002382 0.008605 0.025933 0.008440 0.002340 0.141231 0.184908 0.023556 0.003451 0.187724 0.057322 0.003953 0.000793 0.001232 0.012558 0.305468 0.024780 0.000678
S2 0.661432 S7 S1 -0.051877 4.143308 0.003813 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0981.JPG 0.003454 0.000488 0.001164 0.002890 0.008719 0.042579 0.015444 0.001325 0.010709 0.172145 0.017779 0.003664 0.203617 0.121277 0.006940 0.000491 0.002549 0.010484 0.329288 0.044206 0.000787
S2 0.730296 S18 S1 0.022572 4.143308 -0.000566 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0982.JPG 0.002167 0.000218 0.001349 0.005370 0.001964 0.141894 0.048509 0.001050 0.003677 0.343915 0.011922 0.003479 0.143369 0.121114 0.010157 0.000347 0.004656 0.003539 0.148473 0.002325 0.000504
S2 0.588433 S17 S1 0.021803 4.143308 0.004786 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0983.JPG 0.001925 0.000427 0.001127 0.001269 0.003256 0.013231 0.007679 0.007144 0.179324 0.193390 0.012280 0.007891 0.170413 0.053551 0.004386 0.000443 0.001063 0.006413 0.323627 0.010610 0.000551
S2 0.698858 S7 S1 -0.007795 4.143308 -0.000887 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0984.JPG 0.002523 0.000200 0.001592 0.002922 0.004121 0.015338 0.016141 0.001148 0.012107 0.208805 0.009327 0.007221 0.132190 0.114997 0.007458 0.000437 0.002080 0.003821 0.431630 0.025386 0.000557
S2 0.715814 S18 S1 0.042388 4.143308 0.005025 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0985.JPG 0.002278 0.000212 0.001616 0.002918 0.001123 0.076580 0.059143 0.001250 0.003962 0.527679 0.004280 0.003241 0.139050 0.043539 0.010875 0.000298 0.003432 0.002068 0.113290 0.002861 0.000308
S2 0.885614 S18 S1 0.024999 4.143308 -0.002041 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0986.JPG 0.002683 0.001738 0.001446 0.002618 0.023146 0.009305 0.005280 0.003361 0.107989 0.262880 0.038660 0.003420 0.185012 0.017438 0.015742 0.000756 0.001165 0.010554 0.290703 0.014936 0.001170
S2 0.652383 S7 S1 0.013256 4.143308 0.004263 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0987.JPG 0.003134 0.000647 0.001569 0.009433 0.018660 0.018771 0.011291 0.001520 0.005572 0.272685 0.009077 0.004451 0.137110 0.033023 0.036735 0.000761 0.001580 0.008472 0.336735 0.086665 0.002110
S2 0.392109 S7 S1 -0.021855 4.143308 -0.002681 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0988.JPG 0.003244 0.000540 0.001736 0.016094 0.003844 0.152202 0.022183 0.001861 0.005413 0.380429 0.007190 0.005923 0.129222 0.022036 0.046909 0.000889 0.002830 0.006873 0.184649 0.004747 0.001185
S2 0.701011 S7 S1 0.024112 4.143308 0.001683 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0989.JPG 0.004135 0.001014 0.001194 0.003275 0.016674 0.034956 0.005771 0.002824 0.097676 0.210131 0.051022 0.004517 0.132606 0.033926 0.006269 0.000550 0.001474 0.019536 0.355634 0.015694 0.001124
S2 0.678424 S7 S1 -0.034624 4.143308 0.002733 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0990.JPG 0.003395 0.000261 0.000949 0.005116 0.012421 0.031568 0.009195 0.000906 0.017477 0.191702 0.028858 0.003997 0.121631 0.129383 0.013475 0.000457 0.001800 0.005908 0.362691 0.057431 0.001379
S2 0.638611 S18 S1 -0.043260 4.143308 0.002276 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0991.JPG 0.003997 0.000235 0.001144 0.005906 0.002483 0.181176 0.022207 0.001320 0.005605 0.321121 0.011286 0.004217 0.134506 0.093553 0.028621 0.000436 0.004526 0.006137 0.167464 0.003065 0.000995
S2 0.765166 S18 S1 0.004178 4.143308 0.002632 0 0 1 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0992.JPG 0.002455 0.001562 0.001555 0.001406 0.017599 0.004492 0.003678 0.003515 0.120583 0.237835 0.012831 0.002672 0.187700 0.071268 0.004514 0.000403 0.000999 0.005435 0.311719 0.007129 0.000652
S2 0.760015 S7 S1 -0.014015 4.143308 0.002555 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0993.JPG 0.002908 0.000552 0.001708 0.003536 0.009396 0.009178 0.008028 0.001779 0.006670 0.230169 0.006900 0.003471 0.219090 0.067472 0.014486 0.000463 0.001674 0.003766 0.372823 0.035185 0.000745
S2 0.766105 S18 S1 -0.028224 4.143308 0.001546 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0994.JPG 0.002397 0.000336 0.001647 0.004548 0.001809 0.074926 0.037102 0.001060 0.004670 0.434238 0.005671 0.003675 0.187696 0.035109 0.016683 0.000427 0.002710 0.002431 0.180048 0.002404 0.000412
S2 0.775408 S20 S1 -0.084101 4.143308 0.002211 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0995.JPG 0.002067 0.000448 0.001008 0.001602 0.002518 0.138161 0.007040 0.005218 0.070907 0.149339 0.008005 0.009137 0.233666 0.019006 0.005767 0.000710 0.001184 0.008746 0.309201 0.025808 0.000462
S2 0.683623 S20 S1 -0.011872 4.143308 0.001408 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0996.JPG 0.002150 0.000226 0.001697 0.002542 0.002416 0.148556 0.017136 0.001345 0.003262 0.088204 0.006467 0.002425 0.207471 0.160230 0.007759 0.000615 0.001903 0.004233 0.280299 0.060543 0.000520
S2 0.539218 S14 S1 -0.023105 4.143308 -0.002172 0 0 0 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0997.JPG 0.001760 0.000304 0.001871 0.004916 0.001946 0.237551 0.059596 0.001360 0.002943 0.292724 0.008370 0.003062 0.205570 0.079328 0.011004 0.000404 0.003511 0.003468 0.077521 0.002249 0.000543
