CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName AN CE DS HP NE SA SC SR
SA 0.903881 SA SA 2.932346 3.497842 3.497842 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1SA/DSC_0246_01.JPG 0.179559 0.004248 0.261740 0.000218 0.001077 0.552986 0.000121 0.000051
CE 0.763193 AN AN 3.750425 3.497842 3.497842 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2CE/DSC_0871.JPG 0.480010 0.140584 0.090193 0.004652 0.001196 0.004388 0.130967 0.148010
SR 0.900588 DS DS 1.971684 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2SR/DSC_0618.JPG 0.095327 0.014421 0.359453 0.245762 0.003610 0.085413 0.026216 0.169797
DS 0.949304 DS HP -1.309051 3.497842 3.497842 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3DS/DSC_0542.JPG 0.031210 0.000084 0.716895 0.104149 0.001738 0.003144 0.112333 0.030447
HP 0.955241 HP HP 5.833516 3.497842 3.497842 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1HP/DSC_0107_01.JPG 0.002223 0.000717 0.005793 0.955241 0.000328 0.000893 0.008997 0.025809
SC 0.955832 SA NE 0.617124 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SC/DSC_0496.JPG 0.013413 0.021906 0.210520 0.030689 0.072879 0.633432 0.002054 0.015106
DS 0.815460 HP DS 0.529213 3.497842 3.497842 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1DS/DSC_0333.JPG 0.001021 0.000614 0.448567 0.510145 0.001010 0.015887 0.002357 0.020400
AN 0.954364 DS DS 6.148794 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S16/S16MK1/S16MK1AN/DSC_0479.JPG 0.007719 0.000601 0.826240 0.132052 0.000062 0.004942 0.027899 0.000486
DS 0.833142 DS AN -0.233446 3.497842 3.497842 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD2/S3HD2DS/DSC_0993.JPG 0.169663 0.001942 0.698245 0.064728 0.001383 0.009243 0.037679 0.017117
DS 0.961478 AN CE 0.259757 3.497842 3.497842 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3DS/DSC_0153_01.JPG 0.641168 0.085433 0.100563 0.027677 0.000642 0.013925 0.030018 0.100575
AN 0.843245 SA AN 0.985951 3.497842 3.497842 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1AN/DSC_0364.JPG 0.204996 0.022606 0.128026 0.005174 0.007612 0.531456 0.094684 0.005447
SR 0.554391 SC NE 1.234646 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1SR/DSC_0436_01.JPG 0.068518 0.001071 0.044713 0.044834 0.054289 0.035996 0.335601 0.414978
DS 0.803546 CE DS 2.151436 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1DS/DSC_0314.JPG 0.120399 0.411721 0.322146 0.001757 0.001378 0.044146 0.088650 0.009802
NE 0.651066 AN DS 0.390966 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1NE/DSC_0020.JPG 0.297620 0.080951 0.177566 0.225990 0.010922 0.083676 0.107179 0.016096
AN 0.872483 DS DS 3.917238 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1AN/DSC_0659_01.JPG 0.062505 0.004113 0.517422 0.090911 0.000189 0.031754 0.142704 0.150402
AN 0.834421 AN AN 5.126994 3.497842 3.497842 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1AN/DSC_0613.JPG 0.620269 0.000026 0.309911 0.003176 0.006965 0.000488 0.037164 0.022001
NE 0.491236 DS SC 0.529717 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD2/S3HD2NE/DSC_0850.JPG 0.097899 0.010649 0.169385 0.040091 0.218799 0.295081 0.108912 0.059185
HP 0.633796 DS AN -0.021698 3.497842 3.497842 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2HP/DSC_0642.JPG 0.136067 0.015635 0.318087 0.455898 0.005505 0.036786 0.009605 0.022417
DS 0.988341 DS DS 5.860610 3.497842 3.497842 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK2/S6MK2DS/DSC_0550.JPG 0.002020 0.000009 0.988341 0.008655 0.000035 0.000502 0.000173 0.000265
DS 0.935049 HP HP 4.131088 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3DS/DSC_0356_01.JPG 0.264922 0.006589 0.024402 0.690448 0.006115 0.006096 0.000577 0.000852
NE 0.983172 NE NE 4.638459 3.497842 3.497842 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3NE/DSC_0869.JPG 0.000587 0.000522 0.026827 0.276053 0.596169 0.099334 0.000145 0.000365
AN 0.999101 SR SR 6.133961 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S2/S2NM2/S2NM2AN/DSC_0455.JPG 0.000013 0.000000 0.000000 0.000067 0.000008 0.000000 0.000810 0.999101
NE 0.862192 SR HP -0.893659 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK4/S1MK4NE/DSC_0907_01.JPG 0.002038 0.001811 0.020511 0.157204 0.015919 0.036193 0.004672 0.761653
SR 0.998542 SR SR 6.114156 3.497842 3.497842 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S4/S4NM2/S4NM2SR/DSC_0559.JPG 0.000000 0.000001 0.000001 0.000009 0.000339 0.000015 0.001092 0.998542
DS 0.661917 AN DS -0.739742 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK2/S6MK2DS/DSC_0564.JPG 0.285291 0.000140 0.385304 0.273338 0.000360 0.041504 0.001200 0.012864
SC 0.995807 SC SC 6.236207 3.497842 3.497842 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3SC/DSC_0630_17082.JPG 0.000171 0.000002 0.000033 0.000007 0.000010 0.000045 0.862261 0.137471
CE 0.695743 CE DS 1.344064 3.497842 3.497842 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1CE/DSC_0088.JPG 0.004033 0.548564 0.221407 0.116713 0.004319 0.077302 0.015454 0.012207
SA 0.940227 SA NE 2.288664 3.497842 3.497842 0 0 0 6.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6SA/DSC_0274.JPG 0.028440 0.003126 0.001665 0.000549 0.107520 0.857941 0.000587 0.000171
DS 0.645388 AN SC 1.700437 3.497842 3.497842 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1DS/DSC_0989.JPG 0.234320 0.035175 0.188867 0.023901 0.003066 0.252916 0.231876 0.029880
AN 0.973186 AN DS 0.149904 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5AN/DSC_0512_01.JPG 0.290622 0.001168 0.088680 0.293214 0.001052 0.018494 0.043405 0.263365
HP 0.972993 HP HP 6.433785 3.497842 3.497842 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2HP/DSC_0954.JPG 0.149566 0.000090 0.248684 0.596237 0.000203 0.000269 0.000153 0.004797
CE 0.807170 AN CE 1.534204 3.497842 3.497842 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3CE/DSC_0030_01.JPG 0.484097 0.249144 0.047713 0.050128 0.026686 0.109243 0.009075 0.023913
HP 0.895834 HP DS 0.807239 3.497842 3.497842 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK2/S6MK2HP/DSC_0501.JPG 0.255864 0.000928 0.134187 0.429966 0.048721 0.106714 0.002834 0.020786
SR 0.749155 SC SR 2.899240 3.497842 3.497842 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2SR/DSC_0788.JPG 0.001179 0.000329 0.001199 0.001552 0.032125 0.008901 0.490750 0.463965
SA 0.757759 HP DS 1.927663 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1SA/DSC_0072_01.JPG 0.086545 0.027555 0.226880 0.591093 0.003313 0.008042 0.039044 0.017528
SR 0.714815 DS HP 1.077743 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1SR/DSC_0607_01.JPG 0.030404 0.002413 0.313654 0.147503 0.012332 0.094091 0.100643 0.298961
SA 0.998000 SA SA 6.093230 3.497842 3.497842 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4SA/DSC_0939.JPG 0.000073 0.000115 0.000096 0.000008 0.013866 0.866185 0.113701 0.005955
AN 0.980216 HP SR 1.457481 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1AN/DSC_0172_01.JPG 0.003516 0.003769 0.228003 0.480495 0.001720 0.005635 0.009625 0.267237
DS 0.882644 DS SR 2.112776 3.497842 3.497842 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2DS/DSC_0702.JPG 0.040415 0.005787 0.637942 0.047971 0.000300 0.059074 0.007755 0.200757
SR 0.658052 SA SR 0.189462 3.497842 3.497842 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SR/DSC_0459.JPG 0.034833 0.045034 0.078043 0.012823 0.006492 0.579553 0.042288 0.200933
DS 0.934081 DS DS 4.156913 3.497842 3.497842 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1DS/DSC_0510_01.JPG 0.222835 0.001422 0.747722 0.002026 0.000270 0.003862 0.007058 0.014805
AN 0.788595 DS HP 0.439281 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2AN/DSC_0686.JPG 0.103702 0.005415 0.624852 0.131632 0.000286 0.032599 0.023225 0.078290
SR 0.941307 SR SR 7.931248 3.497842 3.497842 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S4/S4NM2/S4NM2SR/DSC_0624.JPG 0.002498 0.000186 0.003425 0.009247 0.004018 0.025552 0.013767 0.941307
SR 0.874049 SC AN 1.391958 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1SR/DSC_0103_01.JPG 0.201302 0.000472 0.106699 0.290262 0.001036 0.001425 0.392991 0.005813
SA 0.745239 SA SA 5.508284 3.497842 3.497842 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2SA/DSC_0743.JPG 0.019953 0.200540 0.045427 0.139575 0.006074 0.534943 0.008505 0.044982
HP 0.865469 HP HP 5.487100 3.497842 3.497842 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1HP/DSC_0940.JPG 0.103609 0.029731 0.077060 0.742035 0.003754 0.003876 0.028895 0.011040
DS 0.809209 DS DS 5.156813 3.497842 3.497842 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3DS/DSC_0025_01.JPG 0.174038 0.000328 0.598269 0.169806 0.013724 0.043443 0.000107 0.000285
SC 0.793093 DS DS 4.194425 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3SC/DSC_0134_01.JPG 0.050607 0.002740 0.615979 0.317236 0.000501 0.000453 0.004476 0.008008
DS 0.979419 DS DS 2.936636 3.497842 3.497842 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4DS/DSC_0662.JPG 0.128949 0.002081 0.712115 0.081213 0.000593 0.054837 0.001486 0.018728
HP 0.663988 HP AN 2.479538 3.497842 3.497842 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1HP/DSC_0815.JPG 0.201347 0.000842 0.230737 0.478112 0.000258 0.004762 0.000834 0.083108
NE 0.853825 SA HP 1.391271 3.497842 3.497842 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK2/S6MK2NE/DSC_0416.JPG 0.065545 0.000844 0.124952 0.213905 0.121125 0.329386 0.031483 0.112759
SA 0.815603 DS AN 2.639567 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1SA/DSC_0260.JPG 0.304824 0.004092 0.551502 0.077081 0.000755 0.005708 0.051451 0.004587
SR 0.848910 SR SA 1.765633 3.497842 3.497842 0 0 0 6.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK4/S1MK4SR/DSC_0959_01.JPG 0.007212 0.001691 0.032785 0.126866 0.003423 0.050374 0.025089 0.752560
DS 0.905401 DS DS 5.990658 3.497842 3.497842 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6DS/DSC_0397.JPG 0.002958 0.000751 0.826519 0.158672 0.000674 0.009180 0.000187 0.001060
SR 0.825285 SR SR 6.562385 3.497842 3.497842 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S5/S5NM4/S5NM4SR/DSC_0772.JPG 0.015085 0.000077 0.000194 0.000841 0.162151 0.049822 0.061051 0.710780
HP 0.964350 HP HP 5.291089 3.497842 3.497842 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1HP/DSC_0947.JPG 0.000230 0.000084 0.000030 0.964350 0.000013 0.000039 0.000010 0.035245
SR 0.564724 SC AN 2.021972 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1SR/DSC_0535.JPG 0.353161 0.000102 0.040384 0.012047 0.009052 0.001108 0.276223 0.307923
AN 0.890680 DS DS 7.203332 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1AN/DSC_0168_01.JPG 0.019036 0.001985 0.513629 0.400556 0.002284 0.004021 0.002614 0.055874
NE 0.508448 NE AN -0.360852 3.497842 3.497842 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1NE/DSC_0174.JPG 0.114916 0.006342 0.151610 0.198647 0.237377 0.131849 0.101628 0.057630
SR 0.855585 SR SR 3.504288 3.497842 3.497842 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2SR/DSC_0934.JPG 0.043459 0.004246 0.024363 0.017733 0.011350 0.010976 0.332434 0.555439
SR 0.660256 DS AN 1.074636 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1SR/DSC_0289.JPG 0.176716 0.006235 0.609499 0.047890 0.000251 0.004642 0.113852 0.040916
SA 0.689637 DS SR 0.916542 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4SA/DSC_0772_01.JPG 0.031106 0.059898 0.262040 0.056200 0.008411 0.180997 0.219383 0.181965
SC 0.984635 DS HP -1.094379 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2SC/DSC_0658.JPG 0.002111 0.001028 0.580053 0.242083 0.000141 0.010142 0.001098 0.163344
SA 0.810692 HP SR -1.110566 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1SA/DSC_0099_01.JPG 0.030819 0.004782 0.028468 0.704878 0.011595 0.023042 0.001309 0.195107
AN 0.837094 DS HP 3.271697 3.497842 3.497842 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8AN/DSC_0844.JPG 0.133937 0.002148 0.623533 0.163429 0.002158 0.058920 0.007593 0.008282
HP 0.943036 HP HP 5.767453 3.497842 3.497842 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7HP/DSC_0296.JPG 0.002453 0.000044 0.004002 0.725614 0.000055 0.000028 0.000250 0.267553
SA 0.521847 SR DS 1.905254 3.497842 3.497842 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3SA/DSC_0048.JPG 0.162835 0.002250 0.290868 0.094502 0.017683 0.125076 0.072648 0.234139
SR 0.672095 SR SR 5.334223 3.497842 3.497842 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2SR/DSC_0297.JPG 0.041163 0.002676 0.165485 0.204329 0.017876 0.011553 0.063375 0.493543
CE 0.702128 HP CE 0.878420 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2CE/DSC_0545.JPG 0.006331 0.321693 0.230865 0.333039 0.003239 0.059803 0.002631 0.042398
HP 0.867478 AN DS -0.886345 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1HP/DSC_0562.JPG 0.570174 0.000487 0.133734 0.032570 0.081728 0.010641 0.079717 0.090949
CE 0.448311 HP CE 0.892610 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK4/S1MK4CE/DSC_0917_01.JPG 0.023208 0.264730 0.032100 0.327840 0.006128 0.086218 0.013502 0.246274
SA 0.892436 DS AN -4.292019 3.497842 3.497842 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S21/S21MK1/S21MK1SA/DSC_0887_01.JPG 0.092323 0.005859 0.494152 0.013247 0.000572 0.143968 0.230180 0.019699
SC 0.812262 SC AN 0.938780 3.497842 3.497842 0 0 0 7.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1SC/DSC_0164.JPG 0.068957 0.000088 0.071624 0.000403 0.001730 0.003301 0.812262 0.041635
HP 0.959056 HP DS 1.069725 3.497842 3.497842 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2HP/DSC_0320.JPG 0.053703 0.000797 0.144590 0.748423 0.004652 0.009062 0.004915 0.033857
SR 0.952835 SC AN 0.150864 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3SR/DSC_0662_17114.JPG 0.310707 0.000238 0.016798 0.000004 0.000321 0.048984 0.622926 0.000021
NE 0.852723 DS HP 2.286577 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4NE/DSC_0510.JPG 0.175693 0.000117 0.491217 0.319414 0.000319 0.008425 0.001342 0.003474
SR 0.561908 SA SA 3.071578 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7SR/DSC_0280.JPG 0.020044 0.001650 0.079363 0.041451 0.157115 0.262973 0.181894 0.255509
CE 0.998495 CE CE 6.117743 3.497842 3.497842 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1CE/DSC_0886.JPG 0.000033 0.998495 0.000013 0.000883 0.000089 0.000210 0.000007 0.000270
SR 0.578541 DS AN 1.302012 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1SR/DSC_0941.JPG 0.414461 0.000533 0.268465 0.002310 0.001548 0.310702 0.001464 0.000516
SC 0.918315 SA SA 6.957327 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SC/DSC_0494.JPG 0.002539 0.027897 0.044788 0.000963 0.005304 0.918315 0.000132 0.000062
CE 0.862089 DS HP 1.522568 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1CE/DSC_0199.JPG 0.000677 0.022647 0.540844 0.250896 0.005141 0.044821 0.003978 0.130997
NE 0.829982 DS HP 2.423120 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4NE/DSC_0511.JPG 0.165333 0.000256 0.477731 0.327709 0.000520 0.020029 0.002142 0.006279
NE 0.831736 DS DS 3.664904 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8NE/DSC_0766.JPG 0.031637 0.035316 0.566392 0.123954 0.018483 0.116058 0.099137 0.009024
AN 0.850942 DS NE 0.603751 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0991.JPG 0.303881 0.003278 0.501376 0.033703 0.095455 0.038550 0.010879 0.012878
SR 0.813017 AN AN 5.112616 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2SR/DSC_0941.JPG 0.498409 0.001338 0.137090 0.017090 0.017199 0.013292 0.269824 0.045758
CE 0.938051 CE CE 5.656074 3.497842 3.497842 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1CE/DSC_0054_01.JPG 0.005749 0.938051 0.007933 0.035145 0.000396 0.005400 0.001199 0.006127
AN 0.748628 DS SA 1.008600 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1AN/DSC_0176_01.JPG 0.227519 0.003971 0.450729 0.052678 0.034909 0.094870 0.035371 0.099954
SC 0.594980 SR SR 2.615006 3.497842 3.497842 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2SC/DSC_0735.JPG 0.076077 0.016329 0.128919 0.154411 0.000609 0.037828 0.225168 0.360658
AN 0.906149 HP HP 5.226861 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1AN/DSC_0169_01.JPG 0.001078 0.001266 0.012347 0.828512 0.009804 0.001035 0.000776 0.145182
HP 0.844047 DS DS 4.299772 3.497842 3.497842 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1HP/DSC_0270.JPG 0.062874 0.001069 0.367609 0.404590 0.004663 0.004528 0.003583 0.151084
SC 0.889149 SC DS 2.455879 3.497842 3.497842 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1SC/DSC_0826.JPG 0.002121 0.000032 0.300047 0.000188 0.000276 0.000539 0.682279 0.014518
SC 0.950372 DS DS 5.542287 3.497842 3.497842 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2SC/DSC_0594.JPG 0.018786 0.010087 0.833474 0.029698 0.000585 0.100208 0.003099 0.004062
NE 0.625873 HP AN -0.043459 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM1/S7FM1NE/DSC_0680.JPG 0.283601 0.088648 0.142522 0.365293 0.008571 0.031934 0.051150 0.028282
AN 0.819373 AN DS 1.859697 3.497842 3.497842 0 0 0 6.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0003.JPG 0.738604 0.001265 0.156676 0.001596 0.000843 0.097939 0.002657 0.000422
SA 0.889031 DS DS 3.638701 3.497842 3.497842 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4SA/DSC_0770_01.JPG 0.025252 0.001394 0.694495 0.007182 0.000441 0.185125 0.079854 0.006257
AN 0.733127 DS SC 1.079193 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0007.JPG 0.096782 0.000646 0.442415 0.001783 0.011877 0.239024 0.154248 0.053225
DS 0.789612 DS AN 0.966642 3.497842 3.497842 0 0 0 6.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1DS/DSC_0376.JPG 0.190296 0.001579 0.732387 0.001516 0.000097 0.002643 0.057702 0.013780
CE 0.685671 DS HP 0.575871 3.497842 3.497842 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1CE/DSC_0081.JPG 0.061773 0.195467 0.356448 0.200049 0.031837 0.105399 0.036457 0.012570
AN 0.786234 HP HP 4.166297 3.497842 3.497842 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2AN/DSC_0802.JPG 0.129151 0.002495 0.125132 0.565417 0.008420 0.022976 0.133452 0.012957
HP 0.939871 HP HP 4.372011 3.497842 3.497842 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4HP/DSC_0600.JPG 0.058355 0.000364 0.347066 0.566386 0.001451 0.004255 0.001129 0.020993
AN 0.828803 SA NE 0.947846 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2AN/DSC_0848.JPG 0.030566 0.003727 0.003521 0.000239 0.469760 0.477454 0.008911 0.005823
NE 0.819712 DS SR 3.022443 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S21/S21MK1/S21MK1NE/DSC_0735_01.JPG 0.050555 0.000237 0.603127 0.010371 0.000728 0.001959 0.099616 0.233407
CE 0.776873 CE CE 2.977953 3.497842 3.497842 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2CE/DSC_0244.JPG 0.079631 0.369205 0.333201 0.146294 0.000151 0.003005 0.004502 0.064011
SA 0.710337 DS DS 3.961975 3.497842 3.497842 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4SA/DSC_0769_01.JPG 0.029431 0.001951 0.507697 0.020943 0.001452 0.315371 0.110861 0.012293
CE 0.744280 HP SA 1.878222 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2CE/DSC_0707.JPG 0.173525 0.026249 0.161881 0.285732 0.023618 0.257082 0.010819 0.061095
NE 0.748199 SA DS 0.572272 3.497842 3.497842 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1NE/DSC_0058.JPG 0.011791 0.006690 0.180825 0.205808 0.081916 0.404097 0.029584 0.079289
NE 0.899609 NE NE 4.337732 3.497842 3.497842 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S5/S5NM4/S5NM4NE/DSC_0712.JPG 0.253877 0.000563 0.000997 0.001435 0.592407 0.123403 0.008049 0.019269
AN 0.945187 HP DS 1.260673 3.497842 3.497842 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S16/S16MK1/S16MK1AN/DSC_0480.JPG 0.124853 0.003203 0.136116 0.686562 0.025992 0.018703 0.001141 0.003430
